,Unnamed: 0,User ID,Trump,Biden,Democratic,Republican,Label
1684,1684,637241319,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1685,1685,106238997,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1686,1686,976086652279054336,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1687,1687,2183285364,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1688,1688,543450752,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1689,1689,40136571,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1690,1690,2780443681,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1691,1691,365466063,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1692,1692,239503657,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1693,1693,202896825,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1694,1694,101060169,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1695,1695,16628468,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1696,1696,25334900,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1697,1697,1225902180118347777,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1698,1698,270456083,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1699,1699,3107371169,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1700,1700,520707098,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1701,1701,2287129010,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1702,1702,4922534693,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1703,1703,1114688507308584960,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1704,1704,1157288478427820032,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1705,1705,1467586027,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1706,1706,3871279815,Dislike,Like,Like,Non-mentioned,Neutral
1707,1707,831318212583186437,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
1708,1708,832198734,Dislike,Swing,Dislike,Non-mentioned,Neutral
1709,1709,609481629,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1710,1710,2686972390,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1711,1711,58851397,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1712,1712,2244913045,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1713,1713,36695322,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1714,1714,159278421,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1715,1715,455824116,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1716,1716,237947585,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1717,1717,607517676,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1718,1718,17001533,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1719,1719,2244538537,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
1720,1720,26717288,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1721,1721,1106512473782398976,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1722,1722,809367392,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1723,1723,363065300,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1724,1724,16480120,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1725,1725,249818902,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1726,1726,873082008796225536,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1727,1727,2796683119,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1728,1728,130371704,Dislike,Like,Non-mentioned,Like,Neutral
1729,1729,1191924994541899776,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1730,1730,160974073,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1731,1731,293112499,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
1732,1732,235688146,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1733,1733,1170696611258748928,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1734,1734,785178542774575105,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1735,1735,36498944,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1736,1736,936645900729847808,Dislike,Like,Like,Non-mentioned,Neutral
1737,1737,1032986340797960192,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1738,1738,36569676,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1739,1739,745995126263193601,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1740,1740,1283255677,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1741,1741,31932718,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1742,1742,926074035212914688,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1743,1743,128993281,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1744,1744,176903212,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1745,1745,547315287,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1746,1746,141543490,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1747,1747,16165719,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1748,1748,620474944,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1749,1749,1075485044,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1750,1750,846743707562893313,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1751,1751,18181054,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1752,1752,17611244,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1753,1753,208266974,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1754,1754,1077007759026126849,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1755,1755,102107828,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1756,1756,575533189,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
1757,1757,934110922464903168,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1758,1758,1183181507277422592,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1759,1759,34059733,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1760,1760,1217995429175889921,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1761,1761,710533456732749825,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1762,1762,1060675120732217344,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1763,1763,1174996256629960705,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1764,1764,984380724852637696,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1765,1765,211298571,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1766,1766,48942356,Dislike,Non-mentioned,Dislike,Non-mentioned,Neutral
1767,1767,42611349,Dislike,Non-mentioned,Dislike,Non-mentioned,Neutral
1768,1768,109506649,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1769,1769,186458330,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1770,1770,871017006,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1771,1771,1039269996092776448,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1772,1772,122264227,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1773,1773,1252767312,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1774,1774,1093358386970791936,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1775,1775,800097221517537280,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1776,1776,223938099,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
1777,1777,952520214,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1778,1778,301553799,Dislike,Dislike,Like,Like,Neutral
1779,1779,2313079183,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1780,1780,1020555234,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1781,1781,117573871,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1782,1782,17272210,Dislike,Dislike,Non-mentioned,Like,Neutral
1783,1783,95216745,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1784,1784,3019487655,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1785,1785,1086625989034012672,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1786,1786,3378883012,Dislike,Non-mentioned,Swing,Non-mentioned,Neutral
1787,1787,2879719313,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1788,1788,87023607,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1789,1789,3981582873,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1790,1790,709208506063331328,Dislike,Swing,Dislike,Non-mentioned,Neutral
1791,1791,2970595084,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1792,1792,497005469,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1793,1793,51412918,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1794,1794,71974393,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1795,1795,167743137,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1796,1796,21645847,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1797,1797,1089592863648813056,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1798,1798,1219466158698614784,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
1799,1799,16949858,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1800,1800,3314963469,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1801,1801,35062292,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1802,1802,2328348506,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1803,1803,702084357037678592,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1804,1804,966096130839928832,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1805,1805,3436113539,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1806,1806,1152985161358647296,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1807,1807,102496568,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1808,1808,67790243,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1809,1809,1161551790489444352,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1810,1810,198539473,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1811,1811,183449410,Dislike,Dislike,Non-mentioned,Like,Neutral
1812,1812,14137444,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1813,1813,221416938,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1814,1814,98457128,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1815,1815,1053726554,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1816,1816,1059579840,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1817,1817,969840624,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1818,1818,914174518364577792,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1819,1819,20551782,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1820,1820,18997396,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1821,1821,5739642,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1822,1822,2385048978,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1823,1823,1244008192092196864,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1824,1824,33981902,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1825,1825,248778113,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1826,1826,743882768472477696,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1827,1827,78251076,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1828,1828,558466663,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1829,1829,981342129174794240,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1830,1830,1169281652918501376,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1831,1831,1210971618094145536,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1832,1832,1138376859614212098,Dislike,Non-mentioned,Dislike,Non-mentioned,Neutral
1833,1833,436350157,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1834,1834,91120560,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1835,1835,214674433,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1836,1836,1527520578,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1837,1837,2192815250,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1838,1838,28923013,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1839,1839,546435003,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1840,1840,4641464172,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1841,1841,1146128415336095744,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1842,1842,2297143668,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1843,1843,773948192979349505,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1844,1844,1277547936,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1845,1845,44951698,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1846,1846,341693990,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1847,1847,92695818,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
1848,1848,3083320190,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1849,1849,213330343,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1850,1850,19414531,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1851,1851,353302394,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1852,1852,420179485,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1853,1853,261956850,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1854,1854,622413985,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1855,1855,237600536,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1856,1856,1220667695160614913,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1857,1857,1192408270301872128,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1858,1858,20377815,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1859,1859,1141622602076774400,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1860,1860,74727751,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
1861,1861,14777416,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1862,1862,3175454406,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1863,1863,1247432187684634625,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1864,1864,730014476,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1865,1865,45140345,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1866,1866,544378056,Dislike,Non-mentioned,Like,Like,Neutral
1867,1867,3420879340,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1868,1868,2287049238,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
1869,1869,59045843,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1870,1870,306895427,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1871,1871,778745287,Dislike,Dislike,Dislike,Non-mentioned,Neutral
1872,1872,53878325,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1873,1873,1252224511,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1874,1874,49701099,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1875,1875,148048812,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1876,1876,889868687309762560,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1877,1877,484233717,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1878,1878,20615189,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1879,1879,1231118747819069440,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1880,1880,382143031,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1881,1881,1199692780076974086,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1882,1882,1181964022998011910,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1883,1883,1878462302,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1884,1884,15435312,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1885,1885,3022816340,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1886,1886,285626945,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1887,1887,4607848032,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1888,1888,343616656,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1889,1889,15813749,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1890,1890,340049858,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1891,1891,285227826,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1892,1892,25987359,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1893,1893,222992015,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1894,1894,34732828,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1895,1895,3079601515,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1896,1896,1243611572309819397,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1897,1897,2520892212,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1898,1898,355437738,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1899,1899,3018492150,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1900,1900,258715364,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1901,1901,2380997833,Dislike,Swing,Swing,Dislike,Neutral
1902,1902,22560184,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1903,1903,3371276158,Dislike,Like,Non-mentioned,Dislike,Neutral
1904,1904,1710232532,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1905,1905,705992219145056256,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1906,1906,919808287,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1907,1907,132062062,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1908,1908,1154054293168594945,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1909,1909,246425824,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1910,1910,966098842469859329,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
1911,1911,1215718987,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1912,1912,710544133283311616,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1913,1913,2542125215,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1914,1914,411578052,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1915,1915,848854827929137152,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
1916,1916,928318026,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1917,1917,36153437,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1918,1918,115630535,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1919,1919,2339356922,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1920,1920,426596642,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1921,1921,97847045,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1922,1922,759283874,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1923,1923,2880731808,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
1924,1924,805217171089608707,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1925,1925,3311728561,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1926,1926,3271311528,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1927,1927,1306675094,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1928,1928,25389978,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1929,1929,1309726021,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1930,1930,819426853660213248,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1931,1931,968194952307015681,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1932,1932,1052810892,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1933,1933,198543309,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1934,1934,1148763360948903936,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
1935,1935,1192260438655787008,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1936,1936,1096104456075149312,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1937,1937,1038617194823917576,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1938,1938,1150330450004627456,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1939,1939,81122301,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1940,1940,1057142732416782336,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1941,1941,118466222,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1942,1942,465843884,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
1943,1943,38961457,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1944,1944,786116036227588096,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1945,1945,337285986,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1946,1946,20802820,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1947,1947,2797194138,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1948,1948,1121665936002433024,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1949,1949,1963397820,Dislike,Non-mentioned,Dislike,Non-mentioned,Neutral
1950,1950,15814378,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1951,1951,3152714956,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1952,1952,138655031,Dislike,Swing,Non-mentioned,Dislike,Neutral
1953,1953,792333513966039040,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1954,1954,23873458,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1955,1955,75860429,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1956,1956,453768959,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1957,1957,1143745069138305024,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1958,1958,3041863158,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1959,1959,1978635104,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1960,1960,310105451,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1961,1961,2502178085,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1962,1962,243696561,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1963,1963,1204523732422791169,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1964,1964,95929092,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1965,1965,2321018749,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
1966,1966,45286551,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1967,1967,106195892,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1968,1968,91087589,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1969,1969,907363050,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1970,1970,3016194563,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1971,1971,746750306,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1972,1972,1105517904404058113,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1973,1973,265667614,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1974,1974,59933253,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1975,1975,47436923,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1976,1976,30942859,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1977,1977,49472030,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1978,1978,1957597532,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1979,1979,890036845895135233,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1980,1980,1565769054,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1981,1981,19744420,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
1982,1982,14768388,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1983,1983,1045337473,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
1984,1984,457483584,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1985,1985,21270779,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1986,1986,112619256,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1987,1987,797653375,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1988,1988,1098177475060944897,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
1989,1989,2219984809,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1990,1990,1166104449305022464,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1991,1991,1083682752,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1992,1992,32279577,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1993,1993,41063249,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1994,1994,2799006935,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1995,1995,946760522585858048,Dislike,Non-mentioned,Swing,Like,Neutral
1996,1996,865553737753939969,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
1997,1997,83869914,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
1998,1998,1037347687992111107,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
1999,1999,233293654,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
2000,2000,2563240064,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
2001,2001,280709150,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
2002,2002,25093313,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
2003,2003,381860942,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
