,Unnamed: 0,User ID,Trump,Biden,Democratic,Republican,Label
11442,11442,23903286,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11443,11443,4011797979,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11444,11444,4829858608,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11445,11445,65694678,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11446,11446,779057418424750080,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11447,11447,769721150,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11448,11448,379985854,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11449,11449,1246324087,Non-mentioned,Like,Dislike,Non-mentioned,Neutral
11450,11450,316160684,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11451,11451,42950839,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11452,11452,302631223,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11453,11453,70575516,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11454,11454,2175566844,Non-mentioned,Like,Like,Non-mentioned,Neutral
11455,11455,824003387305971712,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11456,11456,868232515437424640,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11457,11457,1222232181227106304,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11458,11458,350719573,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11459,11459,1092496129793683458,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11460,11460,1202820432,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11461,11461,1157183513705103360,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11462,11462,1165142796283629568,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11463,11463,2180106232,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11464,11464,923179392653594624,Non-mentioned,Like,Dislike,Non-mentioned,Neutral
11465,11465,277871437,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11466,11466,748946820726812672,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11467,11467,191201126,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11468,11468,919553812628512768,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11469,11469,1183555002,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11470,11470,17114781,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11471,11471,2919068256,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11472,11472,22992264,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11473,11473,278126488,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11474,11474,64714357,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11475,11475,160933348,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11476,11476,2636626379,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11477,11477,40223035,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11478,11478,339399569,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11479,11479,1106586175211483138,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11480,11480,83688244,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11481,11481,1014201924491665408,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11482,11482,1213854942315724801,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11483,11483,219859810,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11484,11484,335946517,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11485,11485,166843452,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11486,11486,219390253,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11487,11487,631192590,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11488,11488,20805436,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11489,11489,1097970293581189121,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11490,11490,805976406576562177,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11491,11491,17800047,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11492,11492,3197918911,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11493,11493,327527271,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11494,11494,956568530882834432,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11495,11495,4309058715,Non-mentioned,Like,Like,Like,Neutral
11496,11496,3010766737,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11497,11497,3040187962,Non-mentioned,Like,Non-mentioned,Dislike,Neutral
11498,11498,342528850,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11499,11499,93241969,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11500,11500,4859959474,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11501,11501,114841535,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11502,11502,825960419470741504,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11503,11503,4354586416,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11504,11504,331907658,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11505,11505,2355295488,Non-mentioned,Like,Like,Non-mentioned,Neutral
11506,11506,1239508482,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11507,11507,163585019,Non-mentioned,Like,Like,Non-mentioned,Neutral
11508,11508,25553658,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11509,11509,712328480504029184,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11510,11510,352567906,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11511,11511,3169289846,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11512,11512,848556516,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11513,11513,54096218,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11514,11514,1958210774,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11515,11515,2606849946,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11516,11516,817051448248848384,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11517,11517,4618597162,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11518,11518,1038869589915000832,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11519,11519,336630309,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11520,11520,18794329,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11521,11521,26266361,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11522,11522,710925336918286337,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11523,11523,253673359,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11524,11524,308310745,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11525,11525,1216285391675953152,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11526,11526,1049509390363983872,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11527,11527,820751756581892096,Non-mentioned,Like,Like,Non-mentioned,Neutral
11528,11528,113157230,Non-mentioned,Like,Like,Non-mentioned,Neutral
11529,11529,168756347,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11530,11530,15059396,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11531,11531,48930388,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11532,11532,277613181,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11533,11533,271198316,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11534,11534,886990045332287489,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11535,11535,596733974,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11536,11536,19082275,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11537,11537,966025883915038721,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11538,11538,1132900173804331009,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11539,11539,158403290,Non-mentioned,Like,Non-mentioned,Like,Neutral
11540,11540,26774034,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11541,11541,17681823,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11542,11542,1148719680783360003,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11543,11543,917142647361425409,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11544,11544,268732194,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11545,11545,207708320,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11546,11546,72260786,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11547,11547,14442243,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11548,11548,130872315,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11549,11549,3546786687,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11550,11550,85302687,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11551,11551,357091182,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11552,11552,22281977,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11553,11553,2966883850,Non-mentioned,Like,Like,Non-mentioned,Neutral
11554,11554,370255990,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11555,11555,60483082,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11556,11556,1602044551,Non-mentioned,Like,Like,Non-mentioned,Neutral
11557,11557,885834836,Non-mentioned,Like,Dislike,Non-mentioned,Neutral
11558,11558,109988979,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11559,11559,247594104,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11560,11560,2453064308,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11561,11561,2815935331,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11562,11562,334322367,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11563,11563,819830889093832705,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11564,11564,34956567,Non-mentioned,Like,Non-mentioned,Dislike,Neutral
11565,11565,1149673626662256640,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11566,11566,4912334714,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11567,11567,1119726601,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11568,11568,3731905215,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11569,11569,2937508245,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11570,11570,24554714,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11571,11571,76736624,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11572,11572,413742162,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11573,11573,43384496,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11574,11574,16615734,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11575,11575,787028528298459136,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11576,11576,2739283421,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11577,11577,446505500,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11578,11578,1141110215024103425,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11579,11579,15584925,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11580,11580,15016599,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11581,11581,16919514,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11582,11582,235446142,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11583,11583,774275754,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11584,11584,21907267,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11585,11585,4448686217,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11586,11586,28240556,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11587,11587,816151065661947905,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11588,11588,110515822,Non-mentioned,Like,Non-mentioned,Dislike,Neutral
11589,11589,1217347968052813824,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11590,11590,88975826,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11591,11591,1168677471295803393,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11592,11592,21549207,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11593,11593,791602202590711808,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11594,11594,1147560862380625920,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11595,11595,227048685,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11596,11596,756171980920020992,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11597,11597,920001207212556288,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11598,11598,1390405058,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11599,11599,200579165,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11600,11600,982349409592717312,Non-mentioned,Like,Like,Non-mentioned,Neutral
11601,11601,3389774697,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11602,11602,149055580,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11603,11603,264296353,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11604,11604,2815820182,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11605,11605,1259590117,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11606,11606,1230681407241875456,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11607,11607,2353340468,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11608,11608,174456322,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11609,11609,859459242650095617,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11610,11610,516564581,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11611,11611,1019981316060844034,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11612,11612,1105137920,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11613,11613,737602424123232256,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11614,11614,1083379856161820673,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11615,11615,23239286,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11616,11616,1935530054,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11617,11617,525034665,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11618,11618,3902758757,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11619,11619,403380006,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11620,11620,1360175190,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11621,11621,740271261180301312,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11622,11622,962923874017947649,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11623,11623,274440617,Non-mentioned,Like,Swing,Like,Neutral
11624,11624,1188962893825314817,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11625,11625,1082285574256558080,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11626,11626,2317556504,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11627,11627,1057990912935108608,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11628,11628,2319354187,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11629,11629,25991525,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11630,11630,36937769,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11631,11631,325343495,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11632,11632,108434632,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11633,11633,395112297,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11634,11634,109735106,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11635,11635,532048883,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11636,11636,17205733,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11637,11637,402926014,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11638,11638,331775846,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11639,11639,208776992,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11640,11640,771483866431455233,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11641,11641,836211479619715073,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11642,11642,1187373715564220416,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11643,11643,836014919761940480,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11644,11644,4182157390,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11645,11645,17327379,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11646,11646,965428034,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11647,11647,2178611780,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11648,11648,912024331,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11649,11649,990050247425560578,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11650,11650,176707042,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11651,11651,177942193,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11652,11652,386512046,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11653,11653,765060522450432000,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11654,11654,996236382166241280,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11655,11655,245358268,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11656,11656,444088319,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11657,11657,1095382996797001731,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11658,11658,877495421257613312,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11659,11659,2744023521,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11660,11660,819522,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11661,11661,98678464,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11662,11662,717864956,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11663,11663,1094189800037539840,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11664,11664,36536661,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11665,11665,951258906,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11666,11666,1233767395367538691,Non-mentioned,Like,Like,Non-mentioned,Neutral
11667,11667,1199797778093871112,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11668,11668,384956051,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11669,11669,324212567,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11670,11670,19157707,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11671,11671,216243048,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11672,11672,51472055,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11673,11673,31173813,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11674,11674,1601857267,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11675,11675,370164876,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11676,11676,1217118314293551104,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11677,11677,318656894,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11678,11678,1118236165683974145,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11679,11679,270484039,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11680,11680,2997420602,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11681,11681,1026812694,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11682,11682,2479937114,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11683,11683,599942822,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11684,11684,23187360,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11685,11685,1653484166,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11686,11686,92108123,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11687,11687,2827140274,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11688,11688,87537923,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11689,11689,49066540,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11690,11690,2273871241,Non-mentioned,Like,Like,Non-mentioned,Neutral
11691,11691,1219666456759001089,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11692,11692,1854353172,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11693,11693,2429857232,Non-mentioned,Like,Non-mentioned,Like,Neutral
11694,11694,880971151631151104,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11695,11695,30603936,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11696,11696,810736140940668928,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11697,11697,970677199761178624,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11698,11698,38711082,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11699,11699,2782141112,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11700,11700,1645587050,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11701,11701,39916645,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11702,11702,1642527474,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11703,11703,19393349,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11704,11704,1026599214107832320,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11705,11705,2280424316,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11706,11706,2896117361,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11707,11707,1157323747218644995,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11708,11708,65148953,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11709,11709,3141781065,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11710,11710,1169535996,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11711,11711,1360612802,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11712,11712,1186521169,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11713,11713,1530621674,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11714,11714,18012631,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11715,11715,4009883987,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11716,11716,108051996,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11717,11717,4924328020,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11718,11718,283689678,Non-mentioned,Like,Like,Non-mentioned,Neutral
11719,11719,15302527,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11720,11720,197394898,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11721,11721,1080369093255954432,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11722,11722,122752517,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11723,11723,53028691,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11724,11724,175903587,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11725,11725,62489099,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11726,11726,27956791,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11727,11727,2495169347,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11728,11728,129237231,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11729,11729,873651565265002496,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11730,11730,324393946,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11731,11731,424560994,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11732,11732,729641037564628997,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11733,11733,23521607,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11734,11734,16602811,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11735,11735,47642852,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11736,11736,112190567,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11737,11737,905127053074210817,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11738,11738,1169686925424418817,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11739,11739,1202858885461282816,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11740,11740,550352942,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11741,11741,17790911,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11742,11742,1921879224,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11743,11743,296843604,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11744,11744,19799489,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11745,11745,18489346,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11746,11746,19206905,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11747,11747,195093267,Non-mentioned,Like,Non-mentioned,Like,Neutral
11748,11748,1177782169,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11749,11749,30736028,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11750,11750,77565418,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11751,11751,49726051,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11752,11752,923728060100124672,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11753,11753,1126490065,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11754,11754,54205997,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11755,11755,35762860,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11756,11756,284709035,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11757,11757,104509652,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11758,11758,1201811659,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11759,11759,1032413158735060993,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11760,11760,1184147707448958976,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11761,11761,24753285,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11762,11762,25382577,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11763,11763,4345762593,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11764,11764,1182093581848326144,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11765,11765,1140109377828868096,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11766,11766,865264804663095296,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
11767,11767,10082162,Non-mentioned,Like,Non-mentioned,Non-mentioned,Neutral
