,User ID,Trump,Biden,Democratic,Republican,Label
165,91493896,Dislike,Dislike,Non-mentioned,Like,Hate
166,337522834,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
167,1619805974,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
168,707389338712195072,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
169,181116907,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
170,1247859093546708993,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
171,1119265086,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
172,83750414,Dislike,Swing,Like,Non-mentioned,Hate
173,1461211760,Dislike,Dislike,Non-mentioned,Like,Hate
174,29948870,Dislike,Non-mentioned,Like,Like,Hate
175,940747313319948289,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
176,34567433,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
177,1221220571188469761,Dislike,Non-mentioned,Dislike,Non-mentioned,Hate
178,846247865320058880,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
179,1906261675,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
180,436139934,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
181,1168793917409488898,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
182,341823102,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
183,721533584138342400,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
184,288967549,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
185,962188127929602048,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
186,1238192606397353985,Dislike,Like,Non-mentioned,Non-mentioned,Hate
187,892093175883599875,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
188,3784920256,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
189,272635996,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
190,1168790520392343552,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
191,147858358,Dislike,Dislike,Like,Non-mentioned,Hate
192,1125499814936924162,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
193,24779507,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
194,1237846898226028545,Dislike,Swing,Dislike,Non-mentioned,Hate
195,1865098088,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
196,4516443149,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
197,189366570,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
198,3311166687,Dislike,Swing,Swing,Non-mentioned,Hate
199,319909360,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
200,1069951501114568704,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
201,189591086,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
202,918105537077682176,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
203,960586653701087233,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
204,1096732714928164865,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
205,1169257496935944192,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
206,73038611,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
207,1136401172,Dislike,Dislike,Like,Non-mentioned,Hate
208,2764735467,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
209,216994281,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
210,44767715,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
211,386318294,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
212,928328450972069888,Dislike,Like,Non-mentioned,Non-mentioned,Hate
213,358146696,Dislike,Like,Non-mentioned,Non-mentioned,Hate
214,705734385987821568,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
215,1239948578463731713,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
216,1199573016964812800,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
217,15113267,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
218,724942754208452613,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
219,843690379,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
220,34343523,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
221,1287238424,Dislike,Like,Non-mentioned,Non-mentioned,Hate
222,498038868,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
223,1224985909788995584,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
224,4836121729,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
225,719704678917881856,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
226,897807978262282240,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
227,2628389999,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
228,1224775251797540864,Dislike,Non-mentioned,Non-mentioned,Dislike,Hate
229,30633062,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
230,67337060,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
231,1209198602297458689,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
232,976551183006486529,Dislike,Dislike,Dislike,Non-mentioned,Hate
233,1239716117469204480,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
234,844179382226878464,Dislike,Dislike,Dislike,Non-mentioned,Hate
235,1141286603442311169,Dislike,Non-mentioned,Dislike,Non-mentioned,Hate
236,945659839539183616,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
237,1003407392048963585,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
238,799068306963632128,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
239,199872262,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
240,909128332117233665,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
241,42495712,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
242,410399509,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
243,993009367006855169,Dislike,Non-mentioned,Dislike,Non-mentioned,Hate
244,1420724989,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
245,838970359,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
246,307907552,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
247,1112052433,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
248,305763602,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
249,817961869696565248,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
250,2591570599,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
251,1221179998918234113,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
252,53867819,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
253,15508443,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
254,297422449,Dislike,Like,Non-mentioned,Non-mentioned,Hate
255,1159059698798120960,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
256,928600952248168448,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
257,929481818000281601,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
258,451592528,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
259,1007420368288714754,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
260,1176949420002369536,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
261,1075820803437010945,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
262,47982432,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
263,912187571752468481,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
264,1213281388167778304,Dislike,Like,Non-mentioned,Non-mentioned,Hate
265,274111619,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
266,337445422,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
267,57610849,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
268,245722984,Dislike,Like,Non-mentioned,Non-mentioned,Hate
269,3887227692,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
270,2495056922,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
271,2259293332,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
272,440188706,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
273,274701752,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
274,1087585051372650496,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
275,1238581668581117953,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
276,484051382,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
277,1060220972937007104,Dislike,Non-mentioned,Like,Like,Hate
278,16926801,Dislike,Like,Non-mentioned,Non-mentioned,Hate
279,1346809189,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
280,2188925538,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
281,85885274,Dislike,Non-mentioned,Dislike,Non-mentioned,Hate
282,946782786,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
283,183924489,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
284,27795511,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
285,50854442,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
286,131042276,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
287,209467518,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
288,787037053825458176,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
289,843904586566062080,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
290,2868373024,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
291,125674062,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
292,961047403603226624,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
293,1171823510836191233,Dislike,Like,Like,Non-mentioned,Hate
294,2357699030,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
295,1181969211733745666,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
296,5562032,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
297,1125175993197449216,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
298,330469167,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
299,3319244760,Dislike,Non-mentioned,Non-mentioned,Dislike,Hate
300,90892955,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
301,1117488981309100032,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
302,120338086,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
303,1205886528,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
304,55714644,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
305,745661853670375425,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
306,1196790991660843008,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
307,38286072,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
308,1215786620105871360,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
309,1206713831361273858,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
310,1233368128165335040,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
311,3022070857,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
312,22423007,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
313,218121087,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
314,16452204,Dislike,Dislike,Dislike,Like,Hate
315,441926056,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
316,576418727,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
317,1243457904612532224,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
318,779885014242631681,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
319,733550702547460096,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
320,474606523,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
321,1197703277766434817,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
322,324206096,Dislike,Like,Non-mentioned,Non-mentioned,Hate
323,56239547,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
324,137693767,Dislike,Non-mentioned,Non-mentioned,Dislike,Hate
325,820656038869340163,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
326,754053180070256641,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
327,986041741928206336,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
328,1674040128,Dislike,Like,Non-mentioned,Non-mentioned,Hate
329,147037768,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
330,1162696245736960001,Dislike,Non-mentioned,Like,Non-mentioned,Hate
331,2941029635,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
332,1246773130229616640,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
333,1123775471618076672,Dislike,Dislike,Non-mentioned,Dislike,Hate
334,1210106906120871937,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
335,1106205778153820161,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
336,1044677645160640518,Dislike,Non-mentioned,Like,Non-mentioned,Hate
337,27731469,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
338,862754178933952512,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
339,1022176075751874571,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
340,1193138988690767872,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
341,818533768642248704,Dislike,Dislike,Non-mentioned,Non-mentioned,Hate
342,1138571057613250561,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
343,1092229034874994689,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
344,229669885,Dislike,Swing,Like,Non-mentioned,Hate
345,1161976939248156673,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
346,2214674526,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
347,112406223,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
348,273768759,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
349,531702490,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
350,815425957288738817,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
351,4756239504,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
352,1134659311597117440,Dislike,Swing,Non-mentioned,Non-mentioned,Hate
353,1070304098233118720,Dislike,Non-mentioned,Like,Non-mentioned,Hate
354,951743010,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Hate
