,User ID,State,County,Trump,Biden,Democratic,Republican,State Vote,County Vote,State Vote Change,County Vote Change,Label
878,8.91e+17,Kentucky,Marion,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
879,1.25e+18,Missouri,Jefferson,Dislike,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
880,1.09e+18,Arkansas,Faulkner,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
881,9.51e+17,Kansas,Decatur,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
882,9.79e+17,Maryland,Carroll,Dislike,Swing,Like,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
883,1.01e+18,California,Orange,Dislike,Like,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
884,265648417.0,Florida,St. Lucie,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
885,265648417.0,New York,Schuyler,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
886,30651089.0,North Carolina,Chatham,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
887,34634568.0,Florida,Broward,Dislike,Dislike,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
888,763749415.0,Texas,Houston,Dislike,Dislike,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
889,48572583.0,Tennessee,Davidson,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
890,9.36e+17,Pennsylvania,Lancaster,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
891,261430056.0,Pennsylvania,Dauphin,Dislike,Like,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
892,588732899.0,Arizona,Yavapai,Dislike,Dislike,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
893,7.98e+17,Wisconsin,Wood,Dislike,Like,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
894,42402455.0,Kansas,Decatur,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
895,8.24e+17,New York,Madison,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
896,2658621816.0,Michigan,Isabella,Dislike,Like,Non-mentioned,Dislike,Blue,Red,Change,Non-change,Hate
897,2378015074.0,North Carolina,Chatham,Dislike,Dislike,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
898,264059156.0,Pennsylvania,Centre,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
899,1.17e+18,Georgia,Fulton,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
900,1.24e+18,Massachusetts,Suffolk,Swing,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
901,46178909.0,Wisconsin,Wood,Dislike,Like,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
902,416050316.0,Ohio,Franklin,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
903,1146567146.0,Texas,Tarrant,Dislike,Dislike,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Change,Hate
904,1571720550.0,Missouri,Jackson,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
905,244971036.0,Kentucky,Estill,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
906,7.73e+17,Illinois,Cook,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
907,73584996.0,California,Los Angeles,Dislike,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
908,1.11e+18,Illinois,Logan,Dislike,Like,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
909,928876584.0,Florida,Volusia,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
910,4085252533.0,California,San Diego,Dislike,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
911,7.78e+17,Kansas,Decatur,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
912,1.11e+18,Pennsylvania,Allegheny,Dislike,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
913,1.04e+18,California,Riverside,Dislike,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
914,9.57e+17,Virginia,Virginia Beach,Dislike,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Change,Hate
915,513752530.0,California,Los Angeles,Dislike,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
916,1.09e+18,Arizona,Maricopa,Dislike,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Change,Change,Hate
917,3607438334.0,Illinois,Cook,Dislike,Like,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
918,334361908.0,Florida,Brevard,Dislike,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
919,17744747.0,Kansas,Decatur,Dislike,Non-mentioned,Like,Non-mentioned,Red,Red,Non-change,Non-change,Hate
920,902321790.0,Texas,Coleman,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
921,1525671260.0,Kansas,Decatur,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
922,1.18e+18,Kansas,Decatur,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
923,1408847084.0,Hawaii,Honolulu,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
924,9.48e+17,Kansas,Decatur,Dislike,Swing,Like,Non-mentioned,Red,Red,Non-change,Non-change,Hate
925,9.67e+17,New York,Madison,Dislike,Like,Swing,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
926,764084262.0,Florida,Orange,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
927,2253686328.0,Pennsylvania,Centre,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
928,890998860.0,Arizona,Maricopa,Dislike,Non-mentioned,Dislike,Non-mentioned,Blue,Blue,Change,Change,Hate
929,9.4e+17,Kansas,Decatur,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
930,1323188388.0,Kansas,Decatur,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
931,9.59e+17,Kansas,Decatur,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
932,9.59e+17,South Carolina,Sumter,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
933,268531935.0,New York,Monroe,Dislike,Non-mentioned,Dislike,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
934,2891723452.0,New York,Madison,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
935,1.02e+18,Iowa,Fremont,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
936,118690602.0,Tennessee,Hamilton,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
937,9.59e+17,Florida,Miami-Dade,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
938,9.36e+17,Tennessee,Hamblen,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
939,299328684.0,Pennsylvania,Allegheny,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
940,266735987.0,Indiana,Tippecanoe,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Change,Hate
941,120641385.0,Florida,Polk,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
942,114217695.0,Texas,Lamb,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
943,29709893.0,Massachusetts,Suffolk,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
944,1.16e+18,Arizona,Maricopa,Dislike,Non-mentioned,Non-mentioned,Dislike,Blue,Blue,Change,Change,Hate
945,907290098.0,Texas,Tarrant,Dislike,Non-mentioned,Dislike,Non-mentioned,Red,Blue,Non-change,Change,Hate
946,1.06e+18,Colorado,Denver,Dislike,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
947,1.19e+18,New York,Orange,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
948,454324248.0,D.C.,Washington,Dislike,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
949,453572745.0,New Jersey,Ocean,Dislike,Dislike,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
950,4340807360.0,Illinois,Cook,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
951,8.92e+17,New York,Madison,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
952,33754971.0,California,Los Angeles,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
953,19750993.0,New York,Oneida,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
954,9.62e+17,Kansas,Decatur,Dislike,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
955,1.23e+18,Texas,Lamb,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
956,15762456.0,California,Los Angeles,Dislike,Like,Like,Dislike,Blue,Blue,Non-change,Non-change,Hate
957,2336960305.0,Missouri,Moniteau,Dislike,Dislike,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
958,1.03e+18,Florida,Palm Beach,Dislike,Dislike,Dislike,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
959,1412637883.0,Florida,Polk,Dislike,Dislike,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
960,8.41e+17,Kansas,Decatur,Dislike,Swing,Dislike,Non-mentioned,Red,Red,Non-change,Non-change,Hate
961,8.21e+17,California,San Francisco,Dislike,Dislike,Non-mentioned,Dislike,Blue,Blue,Non-change,Non-change,Hate
962,1.2e+18,Oklahoma,Caddo,Dislike,Dislike,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
963,7.62e+17,Kansas,Decatur,Dislike,Non-mentioned,Non-mentioned,Dislike,Red,Red,Non-change,Non-change,Hate
964,266242787.0,Georgia,Cobb,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
965,8.8e+17,Florida,Miami-Dade,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
966,1.18e+18,New York,Madison,Dislike,Like,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
967,580527428.0,California,San Diego,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
968,34661095.0,Massachusetts,Middlesex,Swing,Non-mentioned,Non-mentioned,Dislike,Blue,Blue,Non-change,Non-change,Hate
969,800393065.0,New Jersey,Ocean,Dislike,Swing,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
970,2165996872.0,Florida,Alachua,Dislike,Like,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
971,22491737.0,Minnesota,Martin,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
972,1.12e+18,Kansas,Decatur,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
973,483078426.0,Texas,Austin,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
974,7.53e+17,D.C.,Washington,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
975,348376526.0,D.C.,Washington,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
976,4853275566.0,Missouri,Moniteau,Dislike,Non-mentioned,Dislike,Non-mentioned,Red,Red,Non-change,Non-change,Hate
977,309790048.0,Texas,Lamb,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
978,1.1e+18,Kansas,Decatur,Dislike,Swing,Like,Non-mentioned,Red,Red,Non-change,Non-change,Hate
979,1.1e+18,Pennsylvania,Westmoreland,Dislike,Swing,Like,Non-mentioned,Blue,Red,Change,Non-change,Hate
980,1.04e+18,Kansas,Decatur,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
981,1602696384.0,Montana,Missoula,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
982,2945735684.0,California,San Francisco,Dislike,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
983,269009245.0,California,Sacramento,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
984,9.85e+17,California,Santa Clara,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
985,38887528.0,Massachusetts,Suffolk,Swing,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
986,7.3e+17,D.C.,Washington,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
987,2488091780.0,Alabama,Talladega,Dislike,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
988,3099287697.0,Maryland,Frederick,Like,Like,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Change,Hate
989,293448994.0,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
990,249603545.0,Pennsylvania,Northampton,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Change,Hate
991,9.88e+17,Illinois,Madison,Like,Like,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
992,1.2e+18,Massachusetts,Suffolk,Swing,Like,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
993,9.99e+17,California,San Diego,Like,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
994,38221470.0,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
995,1.24e+18,Kansas,Decatur,Like,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
996,7.08e+17,North Carolina,Chatham,Like,Non-mentioned,Dislike,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
997,15509760.0,California,San Diego,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
998,1.17e+18,Kansas,Barton,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
999,794733535.0,California,Sacramento,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1000,2205398064.0,Massachusetts,Bristol,Swing,Swing,Dislike,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1001,2767378727.0,Kentucky,Marion,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1002,9.44e+17,California,San Diego,Like,Like,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1003,4132043962.0,Pennsylvania,Centre,Like,Like,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1004,137902822.0,California,San Diego,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1005,1.21e+18,Massachusetts,Suffolk,Swing,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1006,2332264339.0,Texas,Austin,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1007,1.07e+18,Kentucky,Rowan,Like,Like,Non-mentioned,Like,Red,Red,Non-change,Non-change,Hate
1008,2783874064.0,New York,Madison,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1009,1.08e+18,Oklahoma,Cleveland,Like,Dislike,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1010,545687020.0,Washington,King,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1011,9.67e+17,California,San Francisco,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1012,1025663238.0,California,San Bernardino,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1013,430327296.0,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1014,1.01e+18,Pennsylvania,Huntingdon,Like,Like,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
1015,7.65e+17,Tennessee,Knox,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1016,222164968.0,Arizona,Yavapai,Like,Like,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
1017,3084559228.0,Pennsylvania,Westmoreland,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
1018,1718112421.0,Kansas,Decatur,Like,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1019,2343715676.0,Minnesota,Todd,Like,Swing,Dislike,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1020,4862392385.0,Ohio,Licking,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1021,1671148597.0,Tennessee,Sevier,Like,Non-mentioned,Like,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1022,531812192.0,Pennsylvania,Philadelphia,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1023,7.56e+17,Kansas,Decatur,Like,Dislike,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1024,9.16e+17,Massachusetts,Middlesex,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1025,15184612.0,Pennsylvania,Allegheny,Like,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1026,8.29e+17,Arizona,Pima,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1027,8.29e+17,Arizona,Yavapai,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
1028,3286290662.0,Colorado,Larimer,Like,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1029,883546645.0,Texas,Dallas,Like,Like,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1030,1.03e+18,Oregon,Crook,Like,Like,Non-mentioned,Like,Blue,Red,Non-change,Non-change,Hate
1031,22044290.0,Kansas,Barton,Like,Dislike,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1032,8.31e+17,Missouri,Jackson,Like,Swing,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1033,30885526.0,Maryland,Prince George's,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1034,20150502.0,D.C.,Washington,Like,Dislike,Dislike,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1035,3717835393.0,Texas,Dallas,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1036,3360907359.0,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1037,9.97e+17,Georgia,Dodge,Like,Like,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
1038,1.1e+18,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1039,1.1e+18,Pennsylvania,Allegheny,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1040,126781018.0,Washington,Snohomish,Like,Non-mentioned,Non-mentioned,Like,Blue,Blue,Non-change,Non-change,Hate
1041,38590836.0,Texas,Coleman,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1042,1.03e+18,Minnesota,Hennepin,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1043,9.78e+17,Pennsylvania,Centre,Like,Dislike,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1044,513780378.0,Michigan,Isabella,Like,Swing,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
1045,98670245.0,Oregon,Hood River,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1046,2592843651.0,Virginia,Loudoun,Like,Non-mentioned,Non-mentioned,Like,Blue,Blue,Non-change,Non-change,Hate
1047,64766298.0,Florida,Orange,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1048,1.17e+18,Kansas,Decatur,Like,Dislike,Like,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1049,514708269.0,Hawaii,Hawaii,Like,Like,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1050,1.14e+18,Michigan,Wayne,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1051,1005710336.0,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1052,4145235323.0,Georgia,Dodge,Like,Swing,Dislike,Non-mentioned,Blue,Red,Change,Non-change,Hate
1053,1.18e+18,Michigan,Wayne,Like,Like,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1054,1.12e+18,North Carolina,Cleveland,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1055,7.97e+17,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1056,1.2e+18,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1057,7.13e+17,Mississippi,Oktibbeha,Like,Like,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1058,7.93e+17,Michigan,Wayne,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
1059,1568678335.0,Florida,Miami-Dade,Like,Swing,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1060,52987083.0,California,Los Angeles,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1061,1.05e+18,Kansas,Decatur,Like,Swing,Non-mentioned,Dislike,Red,Red,Non-change,Non-change,Hate
1062,3508016480.0,Arkansas,Conway,Like,Dislike,Non-mentioned,Dislike,Red,Red,Non-change,Non-change,Hate
1063,1.08e+18,North Carolina,Chatham,Like,Dislike,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1064,9.84e+17,Kansas,Decatur,Like,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1065,330351079.0,Washington,Chelan,Like,Dislike,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1066,922121521.0,Pennsylvania,Allegheny,Like,Swing,Non-mentioned,Like,Blue,Blue,Change,Non-change,Hate
1067,922121521.0,Pennsylvania,Centre,Like,Swing,Non-mentioned,Like,Blue,Blue,Change,Non-change,Hate
1068,4738806510.0,South Carolina,Charleston,Like,Like,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1069,61019752.0,Illinois,Cook,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1070,1539867452.0,Kansas,Decatur,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1071,1.24e+18,Texas,Coleman,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1072,1.21e+18,New Hampshire,Merrimack,Like,Non-mentioned,Like,Non-mentioned,Blue,Blue,Non-change,Change,Hate
1073,169194976.0,Arizona,Yavapai,Like,Like,Non-mentioned,Non-mentioned,Blue,Red,Change,Non-change,Hate
1074,1.06e+18,Kansas,Decatur,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1075,2531133157.0,North Carolina,Mecklenburg,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1076,1.21e+18,New York,Suffolk,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1077,1.2e+18,New York,Queens,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1078,9.72e+17,Massachusetts,Suffolk,Swing,Swing,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1079,1.06e+18,Indiana,Marion,Like,Dislike,Non-mentioned,Non-mentioned,Red,Blue,Non-change,Non-change,Hate
1080,803582089.0,California,El Dorado,Like,Like,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1081,7.34e+17,Idaho,Payette,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1082,7.48e+17,Texas,Coleman,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1083,1.22e+18,Florida,Lafayette,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1084,8.23e+17,Texas,Houston,Like,Non-mentioned,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1085,4055643796.0,Texas,Lamb,Like,Like,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1086,90946500.0,California,Orange,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Non-change,Non-change,Hate
1087,1.22e+18,Michigan,Oakland,Like,Dislike,Non-mentioned,Like,Blue,Blue,Change,Non-change,Hate
1088,1.22e+18,California,Tulare,Like,Like,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1089,49001560.0,Missouri,Moniteau,Like,Swing,Non-mentioned,Non-mentioned,Red,Red,Non-change,Non-change,Hate
1090,3418871422.0,New Jersey,Ocean,Like,Dislike,Non-mentioned,Non-mentioned,Blue,Red,Non-change,Non-change,Hate
1091,125109189.0,Pennsylvania,Philadelphia,Like,Non-mentioned,Non-mentioned,Non-mentioned,Blue,Blue,Change,Non-change,Hate
