,Election Year,State,State Vote,County,County Vote
170,2016,California,Blue,Inyo,Red
171,2016,California,Blue,Kern,Red
172,2016,California,Blue,Kings,Red
173,2016,California,Blue,Lake,Blue
174,2016,California,Blue,Lassen,Red
175,2016,California,Blue,Los Angeles,Blue
176,2016,California,Blue,Madera,Red
177,2016,California,Blue,Marin,Blue
178,2016,California,Blue,Mariposa,Red
179,2016,California,Blue,Mendocino,Blue
180,2016,California,Blue,Merced,Blue
181,2016,California,Blue,Modoc,Red
182,2016,California,Blue,Mono,Blue
183,2016,California,Blue,Monterey,Blue
184,2016,California,Blue,Napa,Blue
185,2016,California,Blue,Nevada,Blue
186,2016,California,Blue,Orange,Blue
187,2016,California,Blue,Placer,Red
188,2016,California,Blue,Plumas,Red
189,2016,California,Blue,Riverside,Blue
190,2016,California,Blue,Sacramento,Blue
191,2016,California,Blue,San Benito,Blue
192,2016,California,Blue,San Bernardino,Blue
193,2016,California,Blue,San Diego,Blue
194,2016,California,Blue,San Francisco,Blue
195,2016,California,Blue,San Joaquin,Blue
196,2016,California,Blue,San Luis Obispo,Blue
197,2016,California,Blue,San Mateo,Blue
198,2016,California,Blue,Santa Barbara,Blue
199,2016,California,Blue,Santa Clara,Blue
200,2016,California,Blue,Santa Cruz,Blue
201,2016,California,Blue,Shasta,Red
202,2016,California,Blue,Sierra,Red
203,2016,California,Blue,Siskiyou,Red
204,2016,California,Blue,Solano,Blue
205,2016,California,Blue,Sonoma,Blue
206,2016,California,Blue,Stanislaus,Blue
207,2016,California,Blue,Sutter,Red
208,2016,California,Blue,Tehama,Red
209,2016,California,Blue,Trinity,Red
210,2016,California,Blue,Tulare,Red
211,2016,California,Blue,Tuolumne,Red
212,2016,California,Blue,Ventura,Blue
213,2016,California,Blue,Yolo,Blue
214,2016,California,Blue,Yuba,Red
215,2016,Colorado,Blue,Adams,Blue
216,2016,Colorado,Blue,Alamosa,Blue
217,2016,Colorado,Blue,Arapahoe,Blue
218,2016,Colorado,Blue,Archuleta,Red
219,2016,Colorado,Blue,Baca,Red
220,2016,Colorado,Blue,Bent,Red
221,2016,Colorado,Blue,Boulder,Blue
222,2016,Colorado,Blue,Broomfield,Blue
223,2016,Colorado,Blue,Chaffee,Red
224,2016,Colorado,Blue,Cheyenne,Red
225,2016,Colorado,Blue,Clear Creek,Blue
226,2016,Colorado,Blue,Conejos,Red
227,2016,Colorado,Blue,Costilla,Blue
228,2016,Colorado,Blue,Crowley,Red
229,2016,Colorado,Blue,Custer,Red
230,2016,Colorado,Blue,Delta,Red
231,2016,Colorado,Blue,Denver,Blue
232,2016,Colorado,Blue,Dolores,Red
233,2016,Colorado,Blue,Douglas,Red
234,2016,Colorado,Blue,Eagle,Blue
235,2016,Colorado,Blue,Elbert,Red
236,2016,Colorado,Blue,El Paso,Red
237,2016,Colorado,Blue,Fremont,Red
238,2016,Colorado,Blue,Garfield,Red
239,2016,Colorado,Blue,Gilpin,Blue
240,2016,Colorado,Blue,Grand,Red
241,2016,Colorado,Blue,Gunnison,Blue
242,2016,Colorado,Blue,Hinsdale,Red
243,2016,Colorado,Blue,Huerfano,Red
244,2016,Colorado,Blue,Jackson,Red
245,2016,Colorado,Blue,Jefferson,Blue
246,2016,Colorado,Blue,Kiowa,Red
247,2016,Colorado,Blue,Kit Carson,Red
248,2016,Colorado,Blue,Lake,Blue
249,2016,Colorado,Blue,La Plata,Blue
250,2016,Colorado,Blue,Larimer,Blue
251,2016,Colorado,Blue,Las Animas,Red
252,2016,Colorado,Blue,Lincoln,Red
253,2016,Colorado,Blue,Logan,Red
254,2016,Colorado,Blue,Mesa,Red
255,2016,Colorado,Blue,Mineral,Red
256,2016,Colorado,Blue,Moffat,Red
257,2016,Colorado,Blue,Montezuma,Red
258,2016,Colorado,Blue,Montrose,Red
259,2016,Colorado,Blue,Morgan,Red
260,2016,Colorado,Blue,Otero,Red
261,2016,Colorado,Blue,Ouray,Blue
262,2016,Colorado,Blue,Park,Red
263,2016,Colorado,Blue,Phillips,Red
264,2016,Colorado,Blue,Pitkin,Blue
265,2016,Colorado,Blue,Prowers,Red
266,2016,Colorado,Blue,Pueblo,Red
267,2016,Colorado,Blue,Rio Blanco,Red
268,2016,Colorado,Blue,Rio Grande,Red
269,2016,Colorado,Blue,Routt,Blue
270,2016,Colorado,Blue,Saguache,Blue
271,2016,Colorado,Blue,San Juan,Blue
272,2016,Colorado,Blue,San Miguel,Blue
273,2016,Colorado,Blue,Sedgwick,Red
274,2016,Colorado,Blue,Summit,Blue
275,2016,Colorado,Blue,Teller,Red
276,2016,Colorado,Blue,Washington,Red
277,2016,Colorado,Blue,Weld,Red
278,2016,Colorado,Blue,Yuma,Red
279,2016,Connecticut,Blue,Fairfield,Blue
280,2016,Connecticut,Blue,Hartford,Blue
281,2016,Connecticut,Blue,Litchfield,Red
282,2016,Connecticut,Blue,Middlesex,Blue
283,2016,Connecticut,Blue,New Haven,Blue
284,2016,Connecticut,Blue,New London,Blue
285,2016,Connecticut,Blue,Tolland,Blue
286,2016,Connecticut,Blue,Windham,Red
287,2016,Delaware,Blue,Kent,Red
288,2016,Delaware,Blue,New Castle,Blue
289,2016,Delaware,Blue,Sussex,Red
290,2016,District of Columbia,,District of Columbia,Blue
291,2016,Florida,Red,Alachua,Blue
292,2016,Florida,Red,Baker,Red
293,2016,Florida,Red,Bay,Red
294,2016,Florida,Red,Bradford,Red
295,2016,Florida,Red,Brevard,Red
296,2016,Florida,Red,Broward,Blue
297,2016,Florida,Red,Calhoun,Red
298,2016,Florida,Red,Charlotte,Red
299,2016,Florida,Red,Citrus,Red
300,2016,Florida,Red,Clay,Red
301,2016,Florida,Red,Collier,Red
302,2016,Florida,Red,Columbia,Red
303,2016,Florida,Red,Desoto,Red
304,2016,Florida,Red,Dixie,Red
305,2016,Florida,Red,Duval,Red
306,2016,Florida,Red,Escambia,Red
307,2016,Florida,Red,Flagler,Red
308,2016,Florida,Red,Franklin,Red
309,2016,Florida,Red,Gadsden,Blue
310,2016,Florida,Red,Gilchrist,Red
311,2016,Florida,Red,Glades,Red
312,2016,Florida,Red,Gulf,Red
313,2016,Florida,Red,Hamilton,Red
314,2016,Florida,Red,Hardee,Red
315,2016,Florida,Red,Hendry,Red
316,2016,Florida,Red,Hernando,Red
317,2016,Florida,Red,Highlands,Red
318,2016,Florida,Red,Hillsborough,Blue
319,2016,Florida,Red,Holmes,Red
320,2016,Florida,Red,Indian River,Red
321,2016,Florida,Red,Jackson,Red
322,2016,Florida,Red,Jefferson,Red
323,2016,Florida,Red,Lafayette,Red
324,2016,Florida,Red,Lake,Red
325,2016,Florida,Red,Lee,Red
326,2016,Florida,Red,Leon,Blue
327,2016,Florida,Red,Levy,Red
328,2016,Florida,Red,Liberty,Red
329,2016,Florida,Red,Madison,Red
330,2016,Florida,Red,Manatee,Red
331,2016,Florida,Red,Marion,Red
332,2016,Florida,Red,Martin,Red
333,2016,Florida,Red,Miami-Dade,Blue
334,2016,Florida,Red,Monroe,Red
335,2016,Florida,Red,Nassau,Red
336,2016,Florida,Red,Okaloosa,Red
337,2016,Florida,Red,Okeechobee,Red
338,2016,Florida,Red,Orange,Blue
339,2016,Florida,Red,Osceola,Blue
340,2016,Florida,Red,Palm Beach,Blue
341,2016,Florida,Red,Pasco,Red
342,2016,Florida,Red,Pinellas,Red
343,2016,Florida,Red,Polk,Red
344,2016,Florida,Red,Putnam,Red
345,2016,Florida,Red,St. Johns,Red
346,2016,Florida,Red,St. Lucie,Red
347,2016,Florida,Red,Santa Rosa,Red
348,2016,Florida,Red,Sarasota,Red
349,2016,Florida,Red,Seminole,Red
350,2016,Florida,Red,Sumter,Red
351,2016,Florida,Red,Suwannee,Red
352,2016,Florida,Red,Taylor,Red
353,2016,Florida,Red,Union,Red
354,2016,Florida,Red,Volusia,Red
355,2016,Florida,Red,Wakulla,Red
356,2016,Florida,Red,Walton,Red
357,2016,Florida,Red,Washington,Red
358,2016,Georgia,Red,Appling,Red
359,2016,Georgia,Red,Atkinson,Red
360,2016,Georgia,Red,Bacon,Red
361,2016,Georgia,Red,Baker,Red
362,2016,Georgia,Red,Baldwin,Blue
363,2016,Georgia,Red,Banks,Red
364,2016,Georgia,Red,Barrow,Red
365,2016,Georgia,Red,Bartow,Red
366,2016,Georgia,Red,Ben Hill,Red
367,2016,Georgia,Red,Berrien,Red
368,2016,Georgia,Red,Bibb,Blue
369,2016,Georgia,Red,Bleckley,Red
370,2016,Georgia,Red,Brantley,Red
371,2016,Georgia,Red,Brooks,Red
372,2016,Georgia,Red,Bryan,Red
373,2016,Georgia,Red,Bulloch,Red
374,2016,Georgia,Red,Burke,Blue
375,2016,Georgia,Red,Butts,Red
376,2016,Georgia,Red,Calhoun,Blue
377,2016,Georgia,Red,Camden,Red
378,2016,Georgia,Red,Candler,Red
379,2016,Georgia,Red,Carroll,Red
380,2016,Georgia,Red,Catoosa,Red
381,2016,Georgia,Red,Charlton,Red
382,2016,Georgia,Red,Chatham,Blue
383,2016,Georgia,Red,Chattahoochee,Red
384,2016,Georgia,Red,Chattooga,Red
385,2016,Georgia,Red,Cherokee,Red
386,2016,Georgia,Red,Clarke,Blue
387,2016,Georgia,Red,Clay,Blue
388,2016,Georgia,Red,Clayton,Blue
389,2016,Georgia,Red,Clinch,Red
390,2016,Georgia,Red,Cobb,Blue
391,2016,Georgia,Red,Coffee,Red
392,2016,Georgia,Red,Colquitt,Red
393,2016,Georgia,Red,Columbia,Red
394,2016,Georgia,Red,Cook,Red
395,2016,Georgia,Red,Coweta,Red
396,2016,Georgia,Red,Crawford,Red
397,2016,Georgia,Red,Crisp,Red
398,2016,Georgia,Red,Dade,Red
399,2016,Georgia,Red,Dawson,Red
400,2016,Georgia,Red,Decatur,Red
401,2016,Georgia,Red,DeKalb,Blue
402,2016,Georgia,Red,Dodge,Red
403,2016,Georgia,Red,Dooly,Red
404,2016,Georgia,Red,Dougherty,Blue
405,2016,Georgia,Red,Douglas,Blue
406,2016,Georgia,Red,Early,Red
407,2016,Georgia,Red,Echols,Red
408,2016,Georgia,Red,Effingham,Red
409,2016,Georgia,Red,Elbert,Red
410,2016,Georgia,Red,Emanuel,Red
411,2016,Georgia,Red,Evans,Red
412,2016,Georgia,Red,Fannin,Red
413,2016,Georgia,Red,Fayette,Red
414,2016,Georgia,Red,Floyd,Red
415,2016,Georgia,Red,Forsyth,Red
416,2016,Georgia,Red,Franklin,Red
417,2016,Georgia,Red,Fulton,Blue
418,2016,Georgia,Red,Gilmer,Red
419,2016,Georgia,Red,Glascock,Red
420,2016,Georgia,Red,Glynn,Red
421,2016,Georgia,Red,Gordon,Red
422,2016,Georgia,Red,Grady,Red
423,2016,Georgia,Red,Greene,Red
424,2016,Georgia,Red,Gwinnett,Blue
425,2016,Georgia,Red,Habersham,Red
426,2016,Georgia,Red,Hall,Red
427,2016,Georgia,Red,Hancock,Blue
428,2016,Georgia,Red,Haralson,Red
429,2016,Georgia,Red,Harris,Red
430,2016,Georgia,Red,Hart,Red
431,2016,Georgia,Red,Heard,Red
432,2016,Georgia,Red,Henry,Blue
433,2016,Georgia,Red,Houston,Red
434,2016,Georgia,Red,Irwin,Red
435,2016,Georgia,Red,Jackson,Red
436,2016,Georgia,Red,Jasper,Red
437,2016,Georgia,Red,Jeff Davis,Red
438,2016,Georgia,Red,Jefferson,Blue
439,2016,Georgia,Red,Jenkins,Red
440,2016,Georgia,Red,Johnson,Red
441,2016,Georgia,Red,Jones,Red
442,2016,Georgia,Red,Lamar,Red
443,2016,Georgia,Red,Lanier,Red
444,2016,Georgia,Red,Laurens,Red
445,2016,Georgia,Red,Lee,Red
446,2016,Georgia,Red,Liberty,Blue
447,2016,Georgia,Red,Lincoln,Red
448,2016,Georgia,Red,Long,Red
449,2016,Georgia,Red,Lowndes,Red
450,2016,Georgia,Red,Lumpkin,Red
451,2016,Georgia,Red,McDuffie,Red
452,2016,Georgia,Red,McIntosh,Red
453,2016,Georgia,Red,Macon,Blue
454,2016,Georgia,Red,Madison,Red
455,2016,Georgia,Red,Marion,Red
456,2016,Georgia,Red,Meriwether,Red
457,2016,Georgia,Red,Miller,Red
458,2016,Georgia,Red,Mitchell,Red
459,2016,Georgia,Red,Monroe,Red
460,2016,Georgia,Red,Montgomery,Red
461,2016,Georgia,Red,Morgan,Red
462,2016,Georgia,Red,Murray,Red
463,2016,Georgia,Red,Muscogee,Blue
464,2016,Georgia,Red,Newton,Blue
465,2016,Georgia,Red,Oconee,Red
466,2016,Georgia,Red,Oglethorpe,Red
467,2016,Georgia,Red,Paulding,Red
468,2016,Georgia,Red,Peach,Red
469,2016,Georgia,Red,Pickens,Red
470,2016,Georgia,Red,Pierce,Red
471,2016,Georgia,Red,Pike,Red
472,2016,Georgia,Red,Polk,Red
473,2016,Georgia,Red,Pulaski,Red
474,2016,Georgia,Red,Putnam,Red
475,2016,Georgia,Red,Quitman,Red
476,2016,Georgia,Red,Rabun,Red
477,2016,Georgia,Red,Randolph,Blue
478,2016,Georgia,Red,Richmond,Blue
479,2016,Georgia,Red,Rockdale,Blue
480,2016,Georgia,Red,Schley,Red
481,2016,Georgia,Red,Screven,Red
482,2016,Georgia,Red,Seminole,Red
483,2016,Georgia,Red,Spalding,Red
484,2016,Georgia,Red,Stephens,Red
485,2016,Georgia,Red,Stewart,Blue
486,2016,Georgia,Red,Sumter,Blue
487,2016,Georgia,Red,Talbot,Blue
488,2016,Georgia,Red,Taliaferro,Blue
489,2016,Georgia,Red,Tattnall,Red
490,2016,Georgia,Red,Taylor,Red
491,2016,Georgia,Red,Telfair,Red
492,2016,Georgia,Red,Terrell,Blue
493,2016,Georgia,Red,Thomas,Red
494,2016,Georgia,Red,Tift,Red
495,2016,Georgia,Red,Toombs,Red
496,2016,Georgia,Red,Towns,Red
497,2016,Georgia,Red,Treutlen,Red
498,2016,Georgia,Red,Troup,Red
499,2016,Georgia,Red,Turner,Red
500,2016,Georgia,Red,Twiggs,Red
501,2016,Georgia,Red,Union,Red
502,2016,Georgia,Red,Upson,Red
503,2016,Georgia,Red,Walker,Red
504,2016,Georgia,Red,Walton,Red
505,2016,Georgia,Red,Ware,Red
506,2016,Georgia,Red,Warren,Blue
507,2016,Georgia,Red,Washington,Blue
508,2016,Georgia,Red,Wayne,Red
509,2016,Georgia,Red,Webster,Red
510,2016,Georgia,Red,Wheeler,Red
511,2016,Georgia,Red,White,Red
512,2016,Georgia,Red,Whitfield,Red
513,2016,Georgia,Red,Wilcox,Red
514,2016,Georgia,Red,Wilkes,Red
515,2016,Georgia,Red,Wilkinson,Red
516,2016,Georgia,Red,Worth,Red
517,2016,Hawaii,Blue,Hawaii,Blue
518,2016,Hawaii,Blue,Honolulu,Blue
519,2016,Hawaii,Blue,Kauai,Blue
520,2016,Hawaii,Blue,Maui,Blue
521,2016,Idaho,Red,Ada,Red
522,2016,Idaho,Red,Adams,Red
523,2016,Idaho,Red,Bannock,Red
524,2016,Idaho,Red,Bear Lake,Red
525,2016,Idaho,Red,Benewah,Red
526,2016,Idaho,Red,Bingham,Red
527,2016,Idaho,Red,Blaine,Blue
528,2016,Idaho,Red,Boise,Red
529,2016,Idaho,Red,Bonner,Red
530,2016,Idaho,Red,Bonneville,Red
531,2016,Idaho,Red,Boundary,Red
532,2016,Idaho,Red,Butte,Red
533,2016,Idaho,Red,Camas,Red
534,2016,Idaho,Red,Canyon,Red
535,2016,Idaho,Red,Caribou,Red
536,2016,Idaho,Red,Cassia,Red
537,2016,Idaho,Red,Clark,Red
538,2016,Idaho,Red,Clearwater,Red
539,2016,Idaho,Red,Custer,Red
540,2016,Idaho,Red,Elmore,Red
541,2016,Idaho,Red,Franklin,Red
542,2016,Idaho,Red,Fremont,Red
543,2016,Idaho,Red,Gem,Red
544,2016,Idaho,Red,Gooding,Red
545,2016,Idaho,Red,Idaho,Red
546,2016,Idaho,Red,Jefferson,Red
547,2016,Idaho,Red,Jerome,Red
548,2016,Idaho,Red,Kootenai,Red
549,2016,Idaho,Red,Latah,Blue
550,2016,Idaho,Red,Lemhi,Red
551,2016,Idaho,Red,Lewis,Red
552,2016,Idaho,Red,Lincoln,Red
553,2016,Idaho,Red,Madison,Red
554,2016,Idaho,Red,Minidoka,Red
555,2016,Idaho,Red,Nez Perce,Red
556,2016,Idaho,Red,Oneida,Red
557,2016,Idaho,Red,Owyhee,Red
558,2016,Idaho,Red,Payette,Red
559,2016,Idaho,Red,Power,Red
560,2016,Idaho,Red,Shoshone,Red
561,2016,Idaho,Red,Teton,Red
562,2016,Idaho,Red,Twin Falls,Red
563,2016,Idaho,Red,Valley,Red
564,2016,Idaho,Red,Washington,Red
565,2016,Illinois,Blue,Adams,Red
566,2016,Illinois,Blue,Alexander,Red
567,2016,Illinois,Blue,Bond,Red
568,2016,Illinois,Blue,Boone,Red
569,2016,Illinois,Blue,Brown,Red
570,2016,Illinois,Blue,Bureau,Red
571,2016,Illinois,Blue,Calhoun,Red
572,2016,Illinois,Blue,Carroll,Red
573,2016,Illinois,Blue,Cass,Red
574,2016,Illinois,Blue,Champaign,Blue
575,2016,Illinois,Blue,Christian,Red
576,2016,Illinois,Blue,Clark,Red
577,2016,Illinois,Blue,Clay,Red
578,2016,Illinois,Blue,Clinton,Red
579,2016,Illinois,Blue,Coles,Red
580,2016,Illinois,Blue,Cook,Blue
581,2016,Illinois,Blue,Crawford,Red
582,2016,Illinois,Blue,Cumberland,Red
583,2016,Illinois,Blue,DeKalb,Blue
584,2016,Illinois,Blue,De Witt,Red
585,2016,Illinois,Blue,Douglas,Red
586,2016,Illinois,Blue,DuPage,Blue
587,2016,Illinois,Blue,Edgar,Red
588,2016,Illinois,Blue,Edwards,Red
589,2016,Illinois,Blue,Effingham,Red
590,2016,Illinois,Blue,Fayette,Red
591,2016,Illinois,Blue,Ford,Red
592,2016,Illinois,Blue,Franklin,Red
593,2016,Illinois,Blue,Fulton,Red
594,2016,Illinois,Blue,Gallatin,Red
595,2016,Illinois,Blue,Greene,Red
596,2016,Illinois,Blue,Grundy,Red
597,2016,Illinois,Blue,Hamilton,Red
598,2016,Illinois,Blue,Hancock,Red
599,2016,Illinois,Blue,Hardin,Red
600,2016,Illinois,Blue,Henderson,Red
601,2016,Illinois,Blue,Henry,Red
602,2016,Illinois,Blue,Iroquois,Red
603,2016,Illinois,Blue,Jackson,Blue
604,2016,Illinois,Blue,Jasper,Red
605,2016,Illinois,Blue,Jefferson,Red
606,2016,Illinois,Blue,Jersey,Red
607,2016,Illinois,Blue,Jo Daviess,Red
608,2016,Illinois,Blue,Johnson,Red
609,2016,Illinois,Blue,Kane,Blue
610,2016,Illinois,Blue,Kankakee,Red
611,2016,Illinois,Blue,Kendall,Red
612,2016,Illinois,Blue,Knox,Red
613,2016,Illinois,Blue,Lake,Blue
614,2016,Illinois,Blue,LaSalle,Red
615,2016,Illinois,Blue,Lawrence,Red
616,2016,Illinois,Blue,Lee,Red
617,2016,Illinois,Blue,Livingston,Red
618,2016,Illinois,Blue,Logan,Red
619,2016,Illinois,Blue,McDonough,Red
620,2016,Illinois,Blue,McHenry,Red
621,2016,Illinois,Blue,McLean,Red
622,2016,Illinois,Blue,Macon,Red
623,2016,Illinois,Blue,Macoupin,Red
624,2016,Illinois,Blue,Madison,Red
625,2016,Illinois,Blue,Marion,Red
626,2016,Illinois,Blue,Marshall,Red
627,2016,Illinois,Blue,Mason,Red
628,2016,Illinois,Blue,Massac,Red
629,2016,Illinois,Blue,Menard,Red
630,2016,Illinois,Blue,Mercer,Red
631,2016,Illinois,Blue,Monroe,Red
632,2016,Illinois,Blue,Montgomery,Red
633,2016,Illinois,Blue,Morgan,Red
634,2016,Illinois,Blue,Moultrie,Red
635,2016,Illinois,Blue,Ogle,Red
636,2016,Illinois,Blue,Peoria,Blue
637,2016,Illinois,Blue,Perry,Red
638,2016,Illinois,Blue,Piatt,Red
639,2016,Illinois,Blue,Pike,Red
640,2016,Illinois,Blue,Pope,Red
641,2016,Illinois,Blue,Pulaski,Red
642,2016,Illinois,Blue,Putnam,Red
643,2016,Illinois,Blue,Randolph,Red
644,2016,Illinois,Blue,Richland,Red
645,2016,Illinois,Blue,Rock Island,Blue
646,2016,Illinois,Blue,St. Clair,Blue
647,2016,Illinois,Blue,Saline,Red
648,2016,Illinois,Blue,Sangamon,Red
649,2016,Illinois,Blue,Schuyler,Red
650,2016,Illinois,Blue,Scott,Red
651,2016,Illinois,Blue,Shelby,Red
652,2016,Illinois,Blue,Stark,Red
