,Election Year,State,State Vote,County,County Vote
1269,2020,Massachusetts,Blue,Braintree,Blue
1270,2020,Massachusetts,Blue,Brewster,Blue
1271,2020,Massachusetts,Blue,Bridgewater,Blue
1272,2020,Massachusetts,Blue,Brimfield,0%
1273,2020,Massachusetts,Blue,Brockton,0%
1274,2020,Massachusetts,Blue,Brookfield,Red
1275,2020,Massachusetts,Blue,Brookline,Blue
1276,2020,Massachusetts,Blue,Buckland,Blue
1277,2020,Massachusetts,Blue,Burlington,Blue
1278,2020,Massachusetts,Blue,Cambridge,Blue
1279,2020,Massachusetts,Blue,Canton,Blue
1280,2020,Massachusetts,Blue,Carlisle,Blue
1281,2020,Massachusetts,Blue,Carver,Red
1282,2020,Massachusetts,Blue,Charlemont,Blue
1283,2020,Massachusetts,Blue,Charlton,Red
1284,2020,Massachusetts,Blue,Chatham,Blue
1285,2020,Massachusetts,Blue,Chelmsford,Blue
1286,2020,Massachusetts,Blue,Chelsea,Blue
1287,2020,Massachusetts,Blue,Cheshire,Blue
1288,2020,Massachusetts,Blue,Chester,Red
1289,2020,Massachusetts,Blue,Chesterfield,Blue
1290,2020,Massachusetts,Blue,Chicopee,Blue
1291,2020,Massachusetts,Blue,Chilmark,Blue
1292,2020,Massachusetts,Blue,Clarksburg,0%
1293,2020,Massachusetts,Blue,Clinton,Blue
1294,2020,Massachusetts,Blue,Cohasset,Blue
1295,2020,Massachusetts,Blue,Colrain,Blue
1296,2020,Massachusetts,Blue,Concord,Blue
1297,2020,Massachusetts,Blue,Conway,Blue
1298,2020,Massachusetts,Blue,Cummington,Blue
1299,2020,Massachusetts,Blue,Dalton,0%
1300,2020,Massachusetts,Blue,Danvers,Blue
1301,2020,Massachusetts,Blue,Dartmouth,Blue
1302,2020,Massachusetts,Blue,Dedham,Blue
1303,2020,Massachusetts,Blue,Deerfield,Blue
1304,2020,Massachusetts,Blue,Dennis,Blue
1305,2020,Massachusetts,Blue,Dighton,Red
1306,2020,Massachusetts,Blue,Douglas,Red
1307,2020,Massachusetts,Blue,Dover,Blue
1308,2020,Massachusetts,Blue,Dracut,Red
1309,2020,Massachusetts,Blue,Dudley,Red
1310,2020,Massachusetts,Blue,Dunstable,Blue
1311,2020,Massachusetts,Blue,Duxbury,Blue
1312,2020,Massachusetts,Blue,East Bridgewater,Red
1313,2020,Massachusetts,Blue,East Brookfield,Red
1314,2020,Massachusetts,Blue,Eastham,Blue
1315,2020,Massachusetts,Blue,Easthampton,Blue
1316,2020,Massachusetts,Blue,East Longmeadow,Blue
1317,2020,Massachusetts,Blue,Easton,Blue
1318,2020,Massachusetts,Blue,Edgartown,Blue
1319,2020,Massachusetts,Blue,Egremont,Blue
1320,2020,Massachusetts,Blue,Erving,0%
1321,2020,Massachusetts,Blue,Essex,Blue
1322,2020,Massachusetts,Blue,Everett,Blue
1323,2020,Massachusetts,Blue,Fairhaven,Blue
1324,2020,Massachusetts,Blue,Fall River,Blue
1325,2020,Massachusetts,Blue,Falmouth,Blue
1326,2020,Massachusetts,Blue,Fitchburg,Blue
1327,2020,Massachusetts,Blue,Florida,Blue
1328,2020,Massachusetts,Blue,Foxborough,Blue
1329,2020,Massachusetts,Blue,Framingham,Blue
1330,2020,Massachusetts,Blue,Franklin,Blue
1331,2020,Massachusetts,Blue,Freetown,Red
1332,2020,Massachusetts,Blue,Gardner,Blue
1333,2020,Massachusetts,Blue,Aquinnah,Blue
1334,2020,Massachusetts,Blue,Georgetown,Blue
1335,2020,Massachusetts,Blue,Gill,Blue
1336,2020,Massachusetts,Blue,Gloucester,Blue
1337,2020,Massachusetts,Blue,Goshen,Blue
1338,2020,Massachusetts,Blue,Gosnold,0%
1339,2020,Massachusetts,Blue,Grafton,Blue
1340,2020,Massachusetts,Blue,Granby,Blue
1341,2020,Massachusetts,Blue,Granville,Red
1342,2020,Massachusetts,Blue,Great Barrington,Blue
1343,2020,Massachusetts,Blue,Greenfield,Blue
1344,2020,Massachusetts,Blue,Groton,Blue
1345,2020,Massachusetts,Blue,Groveland,Blue
1346,2020,Massachusetts,Blue,Hadley,Blue
1347,2020,Massachusetts,Blue,Halifax,Red
1348,2020,Massachusetts,Blue,Hamilton,Blue
1349,2020,Massachusetts,Blue,Hampden,Red
1350,2020,Massachusetts,Blue,Hancock,Blue
1351,2020,Massachusetts,Blue,Hanover,Blue
1352,2020,Massachusetts,Blue,Hanson,Red
1353,2020,Massachusetts,Blue,Hardwick,Blue
1354,2020,Massachusetts,Blue,Harvard,Blue
1355,2020,Massachusetts,Blue,Harwich,Blue
1356,2020,Massachusetts,Blue,Hatfield,Blue
1357,2020,Massachusetts,Blue,Haverhill,Blue
1358,2020,Massachusetts,Blue,Hawley,Blue
1359,2020,Massachusetts,Blue,Heath,0%
1360,2020,Massachusetts,Blue,Hingham,Blue
1361,2020,Massachusetts,Blue,Hinsdale,Blue
1362,2020,Massachusetts,Blue,Holbrook,Blue
1363,2020,Massachusetts,Blue,Holden,Blue
1364,2020,Massachusetts,Blue,Holland,Red
1365,2020,Massachusetts,Blue,Holliston,Blue
1366,2020,Massachusetts,Blue,Holyoke,Blue
1367,2020,Massachusetts,Blue,Hopedale,Blue
1368,2020,Massachusetts,Blue,Hopkinton,Blue
1369,2020,Massachusetts,Blue,Hubbardston,Red
1370,2020,Massachusetts,Blue,Hudson,Blue
1371,2020,Massachusetts,Blue,Hull,Blue
1372,2020,Massachusetts,Blue,Huntington,Red
1373,2020,Massachusetts,Blue,Ipswich,Blue
1374,2020,Massachusetts,Blue,Kingston,Blue
1375,2020,Massachusetts,Blue,Lakeville,Red
1376,2020,Massachusetts,Blue,Lancaster,Blue
1377,2020,Massachusetts,Blue,Lanesborough,Blue
1378,2020,Massachusetts,Blue,Lawrence,Blue
1379,2020,Massachusetts,Blue,Lee,Blue
1380,2020,Massachusetts,Blue,Leicester,Red
1381,2020,Massachusetts,Blue,Lenox,Blue
1382,2020,Massachusetts,Blue,Leominster,Blue
1383,2020,Massachusetts,Blue,Leverett,Blue
1384,2020,Massachusetts,Blue,Lexington,Blue
1385,2020,Massachusetts,Blue,Leyden,Blue
1386,2020,Massachusetts,Blue,Lincoln,Blue
1387,2020,Massachusetts,Blue,Littleton,Blue
1388,2020,Massachusetts,Blue,Longmeadow,Blue
1389,2020,Massachusetts,Blue,Lowell,Blue
1390,2020,Massachusetts,Blue,Ludlow,Red
1391,2020,Massachusetts,Blue,Lunenburg,Blue
1392,2020,Massachusetts,Blue,Lynn,Blue
1393,2020,Massachusetts,Blue,Lynnfield,Blue
1394,2020,Massachusetts,Blue,Malden,Blue
1395,2020,Massachusetts,Blue,Manchester,Blue
1396,2020,Massachusetts,Blue,Mansfield,Blue
1397,2020,Massachusetts,Blue,Marblehead,Blue
1398,2020,Massachusetts,Blue,Marion,Blue
1399,2020,Massachusetts,Blue,Marlborough,Blue
1400,2020,Massachusetts,Blue,Marshfield,Blue
1401,2020,Massachusetts,Blue,Mashpee,Blue
1402,2020,Massachusetts,Blue,Mattapoisett,Blue
1403,2020,Massachusetts,Blue,Maynard,Blue
1404,2020,Massachusetts,Blue,Medfield,Blue
1405,2020,Massachusetts,Blue,Medford,Blue
1406,2020,Massachusetts,Blue,Medway,Blue
1407,2020,Massachusetts,Blue,Melrose,Blue
1408,2020,Massachusetts,Blue,Mendon,Blue
1409,2020,Massachusetts,Blue,Merrimac,Blue
1410,2020,Massachusetts,Blue,Methuen,Blue
1411,2020,Massachusetts,Blue,Middleborough,Red
1412,2020,Massachusetts,Blue,Middlefield,Blue
1413,2020,Massachusetts,Blue,Middleton,Red
1414,2020,Massachusetts,Blue,Milford,Blue
1415,2020,Massachusetts,Blue,Millbury,Blue
1416,2020,Massachusetts,Blue,Millis,Blue
1417,2020,Massachusetts,Blue,Millville,Red
1418,2020,Massachusetts,Blue,Milton,Blue
1419,2020,Massachusetts,Blue,Monroe,0%
1420,2020,Massachusetts,Blue,Monson,Red
1421,2020,Massachusetts,Blue,Montague,Blue
1422,2020,Massachusetts,Blue,Monterey,Blue
1423,2020,Massachusetts,Blue,Montgomery,0%
1424,2020,Massachusetts,Blue,Mount Washington,Blue
1425,2020,Massachusetts,Blue,Nahant,Blue
1426,2020,Massachusetts,Blue,Nantucket,Blue
1427,2020,Massachusetts,Blue,Natick,Blue
1428,2020,Massachusetts,Blue,Needham,Blue
1429,2020,Massachusetts,Blue,New Ashford,0%
1430,2020,Massachusetts,Blue,New Bedford,Blue
1431,2020,Massachusetts,Blue,New Braintree,Red
1432,2020,Massachusetts,Blue,Newbury,Blue
1433,2020,Massachusetts,Blue,Newburyport,Blue
1434,2020,Massachusetts,Blue,New Marlborough,Blue
1435,2020,Massachusetts,Blue,New Salem,Blue
1436,2020,Massachusetts,Blue,Newton,Blue
1437,2020,Massachusetts,Blue,Norfolk,Blue
1438,2020,Massachusetts,Blue,North Adams,Blue
1439,2020,Massachusetts,Blue,Northampton,Blue
1440,2020,Massachusetts,Blue,North Andover,Blue
1441,2020,Massachusetts,Blue,North Attleborough,Blue
1442,2020,Massachusetts,Blue,Northborough,Blue
1443,2020,Massachusetts,Blue,Northbridge,Blue
1444,2020,Massachusetts,Blue,North Brookfield,Red
1445,2020,Massachusetts,Blue,Northfield,Blue
1446,2020,Massachusetts,Blue,North Reading,Blue
1447,2020,Massachusetts,Blue,Norton,Blue
1448,2020,Massachusetts,Blue,Norwell,Blue
1449,2020,Massachusetts,Blue,Norwood,Blue
1450,2020,Massachusetts,Blue,Oak Bluffs,Blue
1451,2020,Massachusetts,Blue,Oakham,Red
1452,2020,Massachusetts,Blue,Orange,Blue
1453,2020,Massachusetts,Blue,Orleans,Blue
1454,2020,Massachusetts,Blue,Otis,Blue
1455,2020,Massachusetts,Blue,Oxford,Red
1456,2020,Massachusetts,Blue,Palmer,Red
1457,2020,Massachusetts,Blue,Paxton,Blue
1458,2020,Massachusetts,Blue,Peabody,Blue
1459,2020,Massachusetts,Blue,Pelham,Blue
1460,2020,Massachusetts,Blue,Pembroke,Blue
1461,2020,Massachusetts,Blue,Pepperell,Blue
1462,2020,Massachusetts,Blue,Peru,Blue
1463,2020,Massachusetts,Blue,Petersham,0%
1464,2020,Massachusetts,Blue,Phillipston,Red
1465,2020,Massachusetts,Blue,Pittsfield,Blue
1466,2020,Massachusetts,Blue,Plainfield,Blue
1467,2020,Massachusetts,Blue,Plainville,Blue
1468,2020,Massachusetts,Blue,Plymouth,Blue
1469,2020,Massachusetts,Blue,Plympton,Blue
1470,2020,Massachusetts,Blue,Princeton,Blue
1471,2020,Massachusetts,Blue,Provincetown,Blue
1472,2020,Massachusetts,Blue,Quincy,Blue
1473,2020,Massachusetts,Blue,Randolph,Blue
1474,2020,Massachusetts,Blue,Raynham,Blue
1475,2020,Massachusetts,Blue,Reading,Blue
1476,2020,Massachusetts,Blue,Rehoboth,Red
1477,2020,Massachusetts,Blue,Revere,Blue
1478,2020,Massachusetts,Blue,Richmond,Blue
1479,2020,Massachusetts,Blue,Rochester,Red
1480,2020,Massachusetts,Blue,Rockland,Blue
1481,2020,Massachusetts,Blue,Rockport,Blue
1482,2020,Massachusetts,Blue,Rowe,Blue
1483,2020,Massachusetts,Blue,Rowley,Blue
1484,2020,Massachusetts,Blue,Royalston,Blue
1485,2020,Massachusetts,Blue,Russell,0%
1486,2020,Massachusetts,Blue,Rutland,Blue
1487,2020,Massachusetts,Blue,Salem,Blue
1488,2020,Massachusetts,Blue,Salisbury,Blue
1489,2020,Massachusetts,Blue,Sandisfield,Blue
1490,2020,Massachusetts,Blue,Sandwich,Blue
1491,2020,Massachusetts,Blue,Saugus,Blue
1492,2020,Massachusetts,Blue,Savoy,Blue
1493,2020,Massachusetts,Blue,Scituate,Blue
1494,2020,Massachusetts,Blue,Seekonk,Blue
1495,2020,Massachusetts,Blue,Sharon,Blue
1496,2020,Massachusetts,Blue,Sheffield,Blue
1497,2020,Massachusetts,Blue,Shelburne,Blue
1498,2020,Massachusetts,Blue,Sherborn,Blue
1499,2020,Massachusetts,Blue,Shirley,Blue
1500,2020,Massachusetts,Blue,Shrewsbury,Blue
1501,2020,Massachusetts,Blue,Shutesbury,Blue
1502,2020,Massachusetts,Blue,Somerset,Blue
1503,2020,Massachusetts,Blue,Somerville,Blue
1504,2020,Massachusetts,Blue,Southampton,Blue
1505,2020,Massachusetts,Blue,Southborough,Blue
1506,2020,Massachusetts,Blue,Southbridge,Blue
1507,2020,Massachusetts,Blue,South Hadley,Blue
1508,2020,Massachusetts,Blue,Southwick,Red
1509,2020,Massachusetts,Blue,Spencer,Red
1510,2020,Massachusetts,Blue,Springfield,Blue
1511,2020,Massachusetts,Blue,Sterling,Blue
1512,2020,Massachusetts,Blue,Stockbridge,Blue
1513,2020,Massachusetts,Blue,Stoneham,Blue
1514,2020,Massachusetts,Blue,Stoughton,0%
1515,2020,Massachusetts,Blue,Stow,Blue
1516,2020,Massachusetts,Blue,Sturbridge,Blue
1517,2020,Massachusetts,Blue,Sudbury,Blue
1518,2020,Massachusetts,Blue,Sunderland,0%
1519,2020,Massachusetts,Blue,Sutton,Blue
1520,2020,Massachusetts,Blue,Swampscott,Blue
1521,2020,Massachusetts,Blue,Swansea,Red
1522,2020,Massachusetts,Blue,Taunton,Blue
1523,2020,Massachusetts,Blue,Templeton,Red
1524,2020,Massachusetts,Blue,Tewksbury,Blue
1525,2020,Massachusetts,Blue,Tisbury,Blue
1526,2020,Massachusetts,Blue,Tolland,Red
1527,2020,Massachusetts,Blue,Topsfield,Blue
1528,2020,Massachusetts,Blue,Townsend,Blue
1529,2020,Massachusetts,Blue,Truro,Blue
1530,2020,Massachusetts,Blue,Tyngsborough,Blue
1531,2020,Massachusetts,Blue,Tyringham,Blue
1532,2020,Massachusetts,Blue,Upton,Blue
1533,2020,Massachusetts,Blue,Uxbridge,Blue
1534,2020,Massachusetts,Blue,Wakefield,Blue
1535,2020,Massachusetts,Blue,Wales,Red
1536,2020,Massachusetts,Blue,Walpole,Blue
1537,2020,Massachusetts,Blue,Waltham,Blue
1538,2020,Massachusetts,Blue,Ware,Red
1539,2020,Massachusetts,Blue,Wareham,Blue
1540,2020,Massachusetts,Blue,Warren,Red
1541,2020,Massachusetts,Blue,Warwick,Blue
1542,2020,Massachusetts,Blue,Washington,Blue
1543,2020,Massachusetts,Blue,Watertown,Blue
1544,2020,Massachusetts,Blue,Wayland,Blue
1545,2020,Massachusetts,Blue,Webster,0%
1546,2020,Massachusetts,Blue,Wellesley,Blue
1547,2020,Massachusetts,Blue,Wellfleet,Blue
1548,2020,Massachusetts,Blue,Wendell,0%
1549,2020,Massachusetts,Blue,Wenham,Blue
1550,2020,Massachusetts,Blue,Westborough,Blue
1551,2020,Massachusetts,Blue,West Boylston,Blue
1552,2020,Massachusetts,Blue,West Bridgewater,Red
1553,2020,Massachusetts,Blue,West Brookfield,Blue
1554,2020,Massachusetts,Blue,Westfield,Blue
1555,2020,Massachusetts,Blue,Westford,Blue
1556,2020,Massachusetts,Blue,Westhampton,Blue
1557,2020,Massachusetts,Blue,Westminster,Blue
1558,2020,Massachusetts,Blue,West Newbury,Blue
1559,2020,Massachusetts,Blue,Weston,Blue
1560,2020,Massachusetts,Blue,Westport,Blue
1561,2020,Massachusetts,Blue,West Springfield,Blue
1562,2020,Massachusetts,Blue,West Stockbridge,Blue
1563,2020,Massachusetts,Blue,West Tisbury,Blue
1564,2020,Massachusetts,Blue,Westwood,Blue
1565,2020,Massachusetts,Blue,Weymouth,Blue
1566,2020,Massachusetts,Blue,Whately,Blue
1567,2020,Massachusetts,Blue,Whitman,Blue
1568,2020,Massachusetts,Blue,Wilbraham,Blue
1569,2020,Massachusetts,Blue,Williamsburg,Blue
1570,2020,Massachusetts,Blue,Williamstown,Blue
1571,2020,Massachusetts,Blue,Wilmington,Blue
1572,2020,Massachusetts,Blue,Winchendon,Red
1573,2020,Massachusetts,Blue,Winchester,Blue
1574,2020,Massachusetts,Blue,Windsor,Blue
1575,2020,Massachusetts,Blue,Winthrop,Blue
1576,2020,Massachusetts,Blue,Woburn,Blue
1577,2020,Massachusetts,Blue,Worcester,Blue
1578,2020,Massachusetts,Blue,Worthington,0%
1579,2020,Massachusetts,Blue,Wrentham,Blue
1580,2020,Massachusetts,Blue,Yarmouth,Blue
1581,2020,Michigan,Blue,Alcona,Red
1582,2020,Michigan,Blue,Alger,Red
1583,2020,Michigan,Blue,Allegan,Red
1584,2020,Michigan,Blue,Alpena,Red
1585,2020,Michigan,Blue,Antrim,Red
1586,2020,Michigan,Blue,Arenac,Red
1587,2020,Michigan,Blue,Baraga,Red
1588,2020,Michigan,Blue,Barry,Red
1589,2020,Michigan,Blue,Bay,Red
1590,2020,Michigan,Blue,Benzie,Red
1591,2020,Michigan,Blue,Berrien,Red
1592,2020,Michigan,Blue,Branch,Red
1593,2020,Michigan,Blue,Calhoun,Red
1594,2020,Michigan,Blue,Cass,Red
1595,2020,Michigan,Blue,Charlevoix,Red
1596,2020,Michigan,Blue,Cheboygan,Red
1597,2020,Michigan,Blue,Chippewa,Red
1598,2020,Michigan,Blue,Clare,Red
1599,2020,Michigan,Blue,Clinton,Red
1600,2020,Michigan,Blue,Crawford,Red
1601,2020,Michigan,Blue,Delta,Red
1602,2020,Michigan,Blue,Dickinson,Red
1603,2020,Michigan,Blue,Eaton,Red
1604,2020,Michigan,Blue,Emmet,Red
1605,2020,Michigan,Blue,Genesee,Blue
1606,2020,Michigan,Blue,Gladwin,Red
1607,2020,Michigan,Blue,Gogebic,Red
1608,2020,Michigan,Blue,Grand Traverse,Red
1609,2020,Michigan,Blue,Gratiot,Red
1610,2020,Michigan,Blue,Hillsdale,Red
1611,2020,Michigan,Blue,Houghton,Red
1612,2020,Michigan,Blue,Huron,Red
1613,2020,Michigan,Blue,Ingham,Blue
1614,2020,Michigan,Blue,Ionia,Red
1615,2020,Michigan,Blue,Iosco,Red
1616,2020,Michigan,Blue,Iron,Red
1617,2020,Michigan,Blue,Isabella,Red
1618,2020,Michigan,Blue,Jackson,Red
1619,2020,Michigan,Blue,Kalamazoo,Blue
1620,2020,Michigan,Blue,Kalkaska,Red
1621,2020,Michigan,Blue,Kent,Blue
1622,2020,Michigan,Blue,Keweenaw,Red
1623,2020,Michigan,Blue,Lake,Red
1624,2020,Michigan,Blue,Lapeer,Red
1625,2020,Michigan,Blue,Leelanau,Blue
1626,2020,Michigan,Blue,Lenawee,Red
1627,2020,Michigan,Blue,Livingston,Red
1628,2020,Michigan,Blue,Luce,Red
1629,2020,Michigan,Blue,Mackinac,Red
1630,2020,Michigan,Blue,Macomb,Red
1631,2020,Michigan,Blue,Manistee,Red
1632,2020,Michigan,Blue,Marquette,Blue
1633,2020,Michigan,Blue,Mason,Red
1634,2020,Michigan,Blue,Mecosta,Red
1635,2020,Michigan,Blue,Menominee,Red
1636,2020,Michigan,Blue,Midland,Red
1637,2020,Michigan,Blue,Missaukee,Red
1638,2020,Michigan,Blue,Monroe,Red
1639,2020,Michigan,Blue,Montcalm,Red
1640,2020,Michigan,Blue,Montmorency,Red
1641,2020,Michigan,Blue,Muskegon,Blue
1642,2020,Michigan,Blue,Newaygo,Red
1643,2020,Michigan,Blue,Oakland,Blue
1644,2020,Michigan,Blue,Oceana,Red
1645,2020,Michigan,Blue,Ogemaw,Red
1646,2020,Michigan,Blue,Ontonagon,Red
1647,2020,Michigan,Blue,Osceola,Red
1648,2020,Michigan,Blue,Oscoda,Red
1649,2020,Michigan,Blue,Otsego,Red
1650,2020,Michigan,Blue,Ottawa,Red
1651,2020,Michigan,Blue,Presque Isle,Red
1652,2020,Michigan,Blue,Roscommon,Red
1653,2020,Michigan,Blue,Saginaw,Blue
1654,2020,Michigan,Blue,St. Clair,Red
1655,2020,Michigan,Blue,St. Joseph,Red
1656,2020,Michigan,Blue,Sanilac,Red
1657,2020,Michigan,Blue,Schoolcraft,Red
1658,2020,Michigan,Blue,Shiawassee,Red
1659,2020,Michigan,Blue,Tuscola,Red
1660,2020,Michigan,Blue,Van Buren,Red
1661,2020,Michigan,Blue,Washtenaw,Blue
1662,2020,Michigan,Blue,Wayne,Blue
1663,2020,Michigan,Blue,Wexford,Red
1664,2020,Minnesota,Blue,Aitkin,Red
1665,2020,Minnesota,Blue,Anoka,Red
1666,2020,Minnesota,Blue,Becker,Red
1667,2020,Minnesota,Blue,Beltrami,Red
1668,2020,Minnesota,Blue,Benton,Red
1669,2020,Minnesota,Blue,Big Stone,Red
1670,2020,Minnesota,Blue,Blue Earth,Blue
1671,2020,Minnesota,Blue,Brown,Red
1672,2020,Minnesota,Blue,Carlton,Blue
1673,2020,Minnesota,Blue,Carver,Red
1674,2020,Minnesota,Blue,Cass,Red
1675,2020,Minnesota,Blue,Chippewa,Red
1676,2020,Minnesota,Blue,Chisago,Red
1677,2020,Minnesota,Blue,Clay,Blue
1678,2020,Minnesota,Blue,Clearwater,Red
1679,2020,Minnesota,Blue,Cook,Blue
1680,2020,Minnesota,Blue,Cottonwood,Red
1681,2020,Minnesota,Blue,Crow Wing,Red
1682,2020,Minnesota,Blue,Dakota,Blue
1683,2020,Minnesota,Blue,Dodge,Red
1684,2020,Minnesota,Blue,Douglas,Red
1685,2020,Minnesota,Blue,Faribault,Red
1686,2020,Minnesota,Blue,Fillmore,Red
1687,2020,Minnesota,Blue,Freeborn,Red
1688,2020,Minnesota,Blue,Goodhue,Red
1689,2020,Minnesota,Blue,Grant,Red
1690,2020,Minnesota,Blue,Hennepin,Blue
1691,2020,Minnesota,Blue,Houston,Red
1692,2020,Minnesota,Blue,Hubbard,Red
1693,2020,Minnesota,Blue,Isanti,Red
1694,2020,Minnesota,Blue,Itasca,Red
1695,2020,Minnesota,Blue,Jackson,Red
1696,2020,Minnesota,Blue,Kanabec,Red
1697,2020,Minnesota,Blue,Kandiyohi,Red
1698,2020,Minnesota,Blue,Kittson,Red
1699,2020,Minnesota,Blue,Koochiching,Red
1700,2020,Minnesota,Blue,Lac Qui Parle,Red
1701,2020,Minnesota,Blue,Lake,Blue
1702,2020,Minnesota,Blue,Lake of the Woods,Red
1703,2020,Minnesota,Blue,Le Sueur,Red
1704,2020,Minnesota,Blue,Lincoln,Red
1705,2020,Minnesota,Blue,Lyon,Red
1706,2020,Minnesota,Blue,McLeod,Red
1707,2020,Minnesota,Blue,Mahnomen,Red
1708,2020,Minnesota,Blue,Marshall,Red
1709,2020,Minnesota,Blue,Martin,Red
1710,2020,Minnesota,Blue,Meeker,Red
1711,2020,Minnesota,Blue,Mille Lacs,Red
1712,2020,Minnesota,Blue,Morrison,Red
1713,2020,Minnesota,Blue,Mower,Red
1714,2020,Minnesota,Blue,Murray,Red
1715,2020,Minnesota,Blue,Nicollet,Blue
1716,2020,Minnesota,Blue,Nobles,Red
1717,2020,Minnesota,Blue,Norman,Red
1718,2020,Minnesota,Blue,Olmsted,Blue
1719,2020,Minnesota,Blue,Otter Tail,Red
1720,2020,Minnesota,Blue,Pennington,Red
1721,2020,Minnesota,Blue,Pine,Red
1722,2020,Minnesota,Blue,Pipestone,Red
1723,2020,Minnesota,Blue,Polk,Red
1724,2020,Minnesota,Blue,Pope,Red
1725,2020,Minnesota,Blue,Ramsey,Blue
1726,2020,Minnesota,Blue,Red Lake,Red
1727,2020,Minnesota,Blue,Redwood,Red
1728,2020,Minnesota,Blue,Renville,Red
1729,2020,Minnesota,Blue,Rice,Red
1730,2020,Minnesota,Blue,Rock,Red
1731,2020,Minnesota,Blue,Roseau,Red
1732,2020,Minnesota,Blue,St. Louis,Blue
1733,2020,Minnesota,Blue,Scott,Red
1734,2020,Minnesota,Blue,Sherburne,Red
1735,2020,Minnesota,Blue,Sibley,Red
1736,2020,Minnesota,Blue,Stearns,Red
1737,2020,Minnesota,Blue,Steele,Red
1738,2020,Minnesota,Blue,Stevens,Red
1739,2020,Minnesota,Blue,Swift,Red
1740,2020,Minnesota,Blue,Todd,Red
1741,2020,Minnesota,Blue,Traverse,Red
1742,2020,Minnesota,Blue,Wabasha,Red
1743,2020,Minnesota,Blue,Wadena,Red
1744,2020,Minnesota,Blue,Waseca,Red
1745,2020,Minnesota,Blue,Washington,Blue
1746,2020,Minnesota,Blue,Watonwan,Red
1747,2020,Minnesota,Blue,Wilkin,Red
1748,2020,Minnesota,Blue,Winona,Blue
1749,2020,Minnesota,Blue,Wright,Red
1750,2020,Minnesota,Blue,Yellow Medicine,Red
1751,2020,Mississippi,Red,Adams,Blue
1752,2020,Mississippi,Red,Alcorn,Red
1753,2020,Mississippi,Red,Amite,Red
1754,2020,Mississippi,Red,Attala,Red
1755,2020,Mississippi,Red,Benton,Red
1756,2020,Mississippi,Red,Bolivar,Blue
1757,2020,Mississippi,Red,Calhoun,Red
1758,2020,Mississippi,Red,Carroll,Red
1759,2020,Mississippi,Red,Chickasaw,Red
1760,2020,Mississippi,Red,Choctaw,Red
1761,2020,Mississippi,Red,Claiborne,Blue
1762,2020,Mississippi,Red,Clarke,Red
1763,2020,Mississippi,Red,Clay,Blue
1764,2020,Mississippi,Red,Coahoma,Blue
1765,2020,Mississippi,Red,Copiah,Red
1766,2020,Mississippi,Red,Covington,Red
1767,2020,Mississippi,Red,DeSoto,Red
1768,2020,Mississippi,Red,Forrest,Red
1769,2020,Mississippi,Red,Franklin,Red
1770,2020,Mississippi,Red,George,Red
1771,2020,Mississippi,Red,Greene,Red
1772,2020,Mississippi,Red,Grenada,Red
1773,2020,Mississippi,Red,Hancock,Red
1774,2020,Mississippi,Red,Harrison,Red
1775,2020,Mississippi,Red,Hinds,Blue
1776,2020,Mississippi,Red,Holmes,Blue
1777,2020,Mississippi,Red,Humphreys,Blue
1778,2020,Mississippi,Red,Issaquena,Blue
1779,2020,Mississippi,Red,Itawamba,Red
1780,2020,Mississippi,Red,Jackson,Red
1781,2020,Mississippi,Red,Jasper,Blue
1782,2020,Mississippi,Red,Jefferson,Blue
1783,2020,Mississippi,Red,Jeff Davis,Blue
1784,2020,Mississippi,Red,Jones,Red
1785,2020,Mississippi,Red,Kemper,Blue
1786,2020,Mississippi,Red,Lafayette,Red
1787,2020,Mississippi,Red,Lamar,Red
1788,2020,Mississippi,Red,Lauderdale,Red
1789,2020,Mississippi,Red,Lawrence,Red
1790,2020,Mississippi,Red,Leake,Red
1791,2020,Mississippi,Red,Lee,Red
1792,2020,Mississippi,Red,Leflore,Blue
1793,2020,Mississippi,Red,Lincoln,Red
1794,2020,Mississippi,Red,Lowndes,Red
1795,2020,Mississippi,Red,Madison,Red
1796,2020,Mississippi,Red,Marion,Red
1797,2020,Mississippi,Red,Marshall,Red
1798,2020,Mississippi,Red,Monroe,Red
1799,2020,Mississippi,Red,Montgomery,Red
1800,2020,Mississippi,Red,Neshoba,Red
1801,2020,Mississippi,Red,Newton,Red
1802,2020,Mississippi,Red,Noxubee,Blue
1803,2020,Mississippi,Red,Oktibbeha,Blue
1804,2020,Mississippi,Red,Panola,Red
1805,2020,Mississippi,Red,Pearl River,Red
1806,2020,Mississippi,Red,Perry,Red
1807,2020,Mississippi,Red,Pike,Blue
1808,2020,Mississippi,Red,Pontotoc,Red
1809,2020,Mississippi,Red,Prentiss,Red
1810,2020,Mississippi,Red,Quitman,Blue
1811,2020,Mississippi,Red,Rankin,Red
1812,2020,Mississippi,Red,Scott,Red
1813,2020,Mississippi,Red,Sharkey,Blue
1814,2020,Mississippi,Red,Simpson,Red
1815,2020,Mississippi,Red,Smith,Red
1816,2020,Mississippi,Red,Stone,Red
1817,2020,Mississippi,Red,Sunflower,Blue
1818,2020,Mississippi,Red,Tallahatchie,Blue
1819,2020,Mississippi,Red,Tate,Red
1820,2020,Mississippi,Red,Tippah,Red
1821,2020,Mississippi,Red,Tishomingo,Red
1822,2020,Mississippi,Red,Tunica,Blue
